Model,WSOE_estados,v3c_estados,delta_estados,WSOE_transiciones,v3c_transiciones,delta_transiciones,WSOE_locales,v3c_locales,categoria
states_96_iter_21_1776396027642.lts,64,96,32,624,880,256,0,0,v3c_mas_estados
states_96_iter_21_1776621126108.lts,64,96,32,624,880,256,0,0,v3c_mas_estados
states_96_iter_26_1776396030969.lts,64,96,32,1184,1264,80,0,0,v3c_mas_estados
states_96_iter_26_1776621129416.lts,64,96,32,1184,1264,80,0,0,v3c_mas_estados
states_240_iter_20_1776464162354.lts,204,238,34,896,979,83,344,208,v3c_mas_estados
states_240_iter_14_1776460545091.lts,204,239,35,896,980,84,344,208,v3c_mas_estados
states_111_iter_18_1776392676327.lts,75,111,36,567,761,194,289,336,v3c_mas_estados
states_111_iter_18_1776393281626.lts,75,111,36,567,761,194,289,336,v3c_mas_estados
states_111_iter_18_1776618347249.lts,75,111,36,567,761,194,289,336,v3c_mas_estados
states_111_iter_18_1776618380214.lts,75,111,36,567,761,194,289,336,v3c_mas_estados
states_72_iter_41_1776621682609.lts,24,62,38,614,1624,1010,0,0,v3c_mas_estados
states_220_iter_16_1776398375398.lts,181,220,39,733,805,72,265,291,v3c_mas_estados
states_115_iter_16_1776392402545.lts,75,115,40,567,777,210,289,344,v3c_mas_estados
states_115_iter_16_1776392669902.lts,75,115,40,567,777,210,289,344,v3c_mas_estados
states_115_iter_16_1776393275334.lts,75,115,40,567,777,210,289,344,v3c_mas_estados
states_187_iter_8_1776410685418.lts,120,161,41,1246,1477,231,579,694,v3c_mas_estados
states_144_iter_39_1776621870364.lts,48,94,46,512,1267,755,0,0,v3c_mas_estados
states_72_iter_24_1776396036243.lts,24,72,48,172,470,298,0,0,v3c_mas_estados
states_72_iter_24_1776621134652.lts,24,72,48,172,470,298,0,0,v3c_mas_estados
states_72_iter_29_1776396036963.lts,24,72,48,280,748,468,0,0,v3c_mas_estados
states_72_iter_29_1776621135361.lts,24,72,48,280,748,468,0,0,v3c_mas_estados
states_72_iter_33_1776396056226.lts,24,72,48,352,937,585,0,0,v3c_mas_estados
states_72_iter_33_1776621154767.lts,24,72,48,352,937,585,0,0,v3c_mas_estados
states_72_iter_45_1776621872398.lts,24,72,48,524,1432,908,0,0,v3c_mas_estados
states_114_iter_8_1776410804726.lts,58,107,49,573,854,281,159,177,v3c_mas_estados
states_388_iter_15_1776398375197.lts,236,285,49,916,973,57,301,306,v3c_mas_estados
states_113_iter_7_1776410685215.lts,44,95,51,339,566,227,120,152,v3c_mas_estados
states_221_iter_19_1776393328032.lts,169,220,51,1092,1338,246,520,532,v3c_mas_estados
states_221_iter_19_1776618429758.lts,169,220,51,1092,1338,246,520,532,v3c_mas_estados
states_221_iter_23_1776394225708.lts,169,220,51,1092,1336,244,520,530,v3c_mas_estados
states_221_iter_23_1776619327315.lts,169,220,51,1092,1336,244,520,530,v3c_mas_estados
states_221_iter_15_1776392402330.lts,169,221,52,1092,1338,246,520,532,v3c_mas_estados
states_221_iter_15_1776392669695.lts,169,221,52,1092,1338,246,520,532,v3c_mas_estados
states_221_iter_15_1776393275109.lts,169,221,52,1092,1338,246,520,532,v3c_mas_estados
states_1080_iter_12_1776460531202.lts,999,1053,54,5871,6158,287,2895,2317,v3c_mas_estados
states_139_iter_9_1776412229456.lts,72,127,55,852,1268,416,197,212,v3c_mas_estados
states_239_iter_18_1776392670871.lts,181,238,57,1757,2210,453,905,1002,v3c_mas_estados
states_239_iter_18_1776393276260.lts,181,238,57,1757,2210,453,905,1002,v3c_mas_estados
states_96_iter_36_1776621869846.lts,32,90,58,268,716,448,0,0,v3c_mas_estados
states_448_iter_37_1776621679817.lts,384,444,60,4928,5080,152,0,0,v3c_mas_estados
states_192_iter_30_1776621676430.lts,128,192,64,904,1304,400,0,0,v3c_mas_estados
states_448_iter_29_1776396054665.lts,384,448,64,3840,4000,160,0,0,v3c_mas_estados
states_448_iter_29_1776621153123.lts,384,448,64,3840,4000,160,0,0,v3c_mas_estados
states_576_iter_31_1776396153756.lts,512,576,64,4672,4832,160,0,0,v3c_mas_estados
states_576_iter_31_1776621261199.lts,512,576,64,4672,4832,160,0,0,v3c_mas_estados
states_576_iter_35_1776621678060.lts,512,576,64,5120,5280,160,0,0,v3c_mas_estados
states_96_iter_22_1776396027822.lts,32,96,64,336,888,552,0,0,v3c_mas_estados
states_96_iter_22_1776621126272.lts,32,96,64,336,888,552,0,0,v3c_mas_estados
states_96_iter_27_1776396031130.lts,32,96,64,656,1712,1056,0,0,v3c_mas_estados
states_96_iter_27_1776621129583.lts,32,96,64,656,1712,1056,0,0,v3c_mas_estados
states_96_iter_38_1776396161422.lts,32,96,64,936,2463,1527,0,0,v3c_mas_estados
states_96_iter_38_1776621268550.lts,32,96,64,936,2463,1527,0,0,v3c_mas_estados
states_535_iter_17_1776398379636.lts,466,534,68,1795,1873,78,361,360,v3c_mas_estados
states_286_iter_13_1776398372777.lts,214,284,70,679,811,132,205,204,v3c_mas_estados
states_432_iter_23_1776465962968.lts,360,430,70,2270,2580,310,834,648,v3c_mas_estados
states_164_iter_10_1776414029933.lts,86,157,71,1187,1864,677,235,257,v3c_mas_estados
states_654_iter_15_1776398378408.lts,579,653,74,2143,2263,120,373,372,v3c_mas_estados
states_235_iter_17_1776392676059.lts,155,235,80,1057,1429,372,513,564,v3c_mas_estados
states_235_iter_17_1776393281369.lts,155,235,80,1057,1429,372,513,564,v3c_mas_estados
states_235_iter_17_1776618347004.lts,155,235,80,1057,1429,372,513,564,v3c_mas_estados
states_235_iter_17_1776618379961.lts,155,235,80,1057,1429,372,513,564,v3c_mas_estados
states_189_iter_11_1776415830526.lts,100,182,82,1578,2519,941,273,297,v3c_mas_estados
states_169_iter_6_1776410676660.lts,56,139,83,354,598,244,172,233,v3c_mas_estados
states_269_iter_20_1776392677459.lts,181,267,86,1757,2417,660,905,1080,v3c_mas_estados
states_269_iter_20_1776393282755.lts,181,267,86,1757,2417,660,905,1080,v3c_mas_estados
states_269_iter_20_1776618381304.lts,181,267,86,1757,2417,660,905,1080,v3c_mas_estados
states_144_iter_44_1776621871995.lts,48,136,88,928,2512,1584,0,0,v3c_mas_estados
states_214_iter_12_1776417631164.lts,114,207,93,2025,3274,1249,311,337,v3c_mas_estados
states_144_iter_28_1776396036791.lts,48,144,96,504,1352,848,0,0,v3c_mas_estados
states_144_iter_28_1776621135204.lts,48,144,96,504,1352,848,0,0,v3c_mas_estados
states_144_iter_32_1776396056002.lts,48,144,96,602,1592,990,0,0,v3c_mas_estados
states_144_iter_32_1776621154510.lts,48,144,96,602,1592,990,0,0,v3c_mas_estados
states_144_iter_40_1776621682011.lts,48,144,96,968,2600,1632,0,0,v3c_mas_estados
states_192_iter_35_1776621869664.lts,64,162,98,496,1305,809,0,0,v3c_mas_estados
states_425_iter_20_1776393511448.lts,325,425,100,1960,2390,430,890,840,v3c_mas_estados
states_425_iter_20_1776618693691.lts,325,425,100,1960,2390,430,890,840,v3c_mas_estados
states_239_iter_13_1776419431801.lts,128,232,104,2528,4129,1601,349,377,v3c_mas_estados
states_218_iter_7_1776410687311.lts,83,192,109,677,1172,495,254,324,v3c_mas_estados
states_257_iter_9_1776410805042.lts,116,236,120,1664,2622,958,722,1020,v3c_mas_estados
states_640_iter_34_1776396157779.lts,512,637,125,7424,7738,314,0,0,v3c_mas_estados
states_640_iter_34_1776621265169.lts,512,637,125,7424,7738,314,0,0,v3c_mas_estados
states_384_iter_28_1776396054149.lts,256,382,126,2208,3164,956,0,0,v3c_mas_estados
states_384_iter_28_1776621152640.lts,256,382,126,2208,3164,956,0,0,v3c_mas_estados
states_384_iter_33_1776621868868.lts,256,382,126,1872,2699,827,0,0,v3c_mas_estados
states_896_iter_32_1776396154606.lts,768,894,126,8192,8508,316,0,0,v3c_mas_estados
states_896_iter_32_1776621262087.lts,768,894,126,8192,8508,316,0,0,v3c_mas_estados
states_192_iter_42_1776621871275.lts,64,191,127,936,2558,1622,0,0,v3c_mas_estados
states_267_iter_8_1776410925822.lts,110,237,127,1108,1903,795,336,404,v3c_mas_estados
states_192_iter_25_1776396030716.lts,64,192,128,736,1968,1232,0,0,v3c_mas_estados
states_192_iter_25_1776621129154.lts,64,192,128,736,1968,1232,0,0,v3c_mas_estados
states_192_iter_31_1776621676678.lts,64,192,128,464,1284,820,0,0,v3c_mas_estados
states_192_iter_37_1776396160574.lts,64,192,128,1372,3640,2268,0,0,v3c_mas_estados
states_192_iter_37_1776621267782.lts,64,192,128,1372,3640,2268,0,0,v3c_mas_estados
states_577_iter_22_1776392682578.lts,437,574,137,5180,6573,1393,2686,2996,v3c_mas_estados
states_577_iter_22_1776393287582.lts,437,574,137,5180,6573,1393,2686,2996,v3c_mas_estados
states_577_iter_22_1776618386610.lts,437,574,137,5180,6573,1393,2686,2996,v3c_mas_estados
states_447_iter_18_1776398380212.lts,303,446,143,1309,1653,344,319,353,v3c_mas_estados
states_1200_iter_13_1776460540196.lts,1020,1164,144,6936,7608,672,3080,2640,v3c_mas_estados
states_1200_iter_19_1776462361675.lts,1020,1164,144,6936,7608,672,3080,2640,v3c_mas_estados
states_327_iter_10_1776412229843.lts,150,302,152,2458,3976,1518,946,1321,v3c_mas_estados
states_519_iter_10_1776410806083.lts,257,443,186,15326,22181,6855,7357,9739,v3c_mas_estados
states_288_iter_31_1776396055702.lts,96,288,192,1072,2896,1824,0,0,v3c_mas_estados
states_288_iter_31_1776621154193.lts,96,288,192,1072,2896,1824,0,0,v3c_mas_estados
states_288_iter_39_1776621681425.lts,96,288,192,1520,4144,2624,0,0,v3c_mas_estados
states_397_iter_11_1776414030485.lts,184,377,193,3668,6092,2424,1162,1638,v3c_mas_estados
states_537_iter_13_1776417631855.lts,252,454,202,5634,8854,3220,1596,2104,v3c_mas_estados
states_467_iter_13_1776419747263.lts,245,452,207,4959,8138,3179,748,788,v3c_mas_estados
states_611_iter_21_1776393331695.lts,403,611,208,3486,4834,1348,1712,1974,v3c_mas_estados
states_611_iter_21_1776618433691.lts,403,611,208,3486,4834,1348,1712,1974,v3c_mas_estados
states_467_iter_12_1776415831145.lts,218,436,218,4436,7499,3063,1376,1925,v3c_mas_estados
states_669_iter_24_1776393356058.lts,437,669,232,5180,7398,2218,2686,3340,v3c_mas_estados
states_669_iter_24_1776618457429.lts,437,669,232,5180,7398,2218,2686,3340,v3c_mas_estados
states_384_iter_36_1776396159873.lts,128,366,238,2238,5916,3678,0,0,v3c_mas_estados
states_384_iter_36_1776621267160.lts,128,366,238,2238,5916,3678,0,0,v3c_mas_estados
states_1025_iter_22_1776393521341.lts,775,1025,250,6370,7945,1575,3030,3070,v3c_mas_estados
states_1025_iter_22_1776618703253.lts,775,1025,250,6370,7945,1575,3030,3070,v3c_mas_estados
states_384_iter_34_1776621869410.lts,128,379,251,960,2654,1694,0,0,v3c_mas_estados
states_607_iter_14_1776419432647.lts,286,548,262,6969,11754,4785,1817,2527,v3c_mas_estados
states_1375_iter_17_1776398411236.lts,1103,1373,270,5113,5880,767,1793,2096,v3c_mas_estados
states_689_iter_11_1776412231182.lts,348,634,286,21732,31915,10183,10129,13867,v3c_mas_estados
states_1287_iter_23_1776393351862.lts,975,1287,312,10521,13297,2776,5257,5692,v3c_mas_estados
states_1287_iter_23_1776618453461.lts,975,1287,312,10521,13297,2776,5257,5692,v3c_mas_estados
states_1287_iter_27_1776394333909.lts,975,1287,312,10521,13297,2776,5257,5692,v3c_mas_estados
states_1287_iter_27_1776619428004.lts,975,1287,312,10521,13297,2776,5257,5692,v3c_mas_estados
states_1393_iter_26_1776393386650.lts,1055,1393,338,14770,18861,4091,7694,8626,v3c_mas_estados
states_1393_iter_26_1776618491300.lts,1055,1393,338,14770,18861,4091,7694,8626,v3c_mas_estados
states_771_iter_13_1776420654426.lts,398,736,338,8175,13411,5236,1291,1337,v3c_mas_estados
states_1988_iter_20_1776398543912.lts,1620,1987,367,7569,8639,1070,2609,2970,v3c_mas_estados
states_576_iter_30_1776396055249.lts,192,573,381,2016,5498,3482,0,0,v3c_mas_estados
states_576_iter_30_1776621153705.lts,192,573,381,2016,5498,3482,0,0,v3c_mas_estados
states_1635_iter_14_1776419749165.lts,928,1312,384,22444,29412,6968,5908,6772,v3c_mas_estados
states_576_iter_38_1776621680633.lts,192,576,384,2624,7136,4512,0,0,v3c_mas_estados
states_859_iter_12_1776414032360.lts,439,833,394,32503,49145,16642,14889,20902,v3c_mas_estados
states_1199_iter_14_1776417634261.lts,621,1038,417,46495,65205,18710,24070,29982,v3c_mas_estados
states_1355_iter_25_1776393594007.lts,905,1355,450,10052,14007,3955,5068,5992,v3c_mas_estados
states_1355_iter_25_1776618783276.lts,905,1355,450,10052,14007,3955,5068,5992,v3c_mas_estados
states_1029_iter_13_1776415832957.lts,530,995,465,33632,51447,17815,13771,19645,v3c_mas_estados
states_768_iter_36_1776621679075.lts,256,752,496,2688,7328,4640,0,0,v3c_mas_estados
states_768_iter_35_1776396158972.lts,256,768,512,3968,10752,6784,0,0,v3c_mas_estados
states_768_iter_35_1776621266318.lts,256,768,512,3968,10752,6784,0,0,v3c_mas_estados
states_1272_iter_14_1776648178128.lts,652,1219,567,14823,24646,9823,2196,2264,v3c_mas_estados
states_1393_iter_15_1776649978842.lts,717,1346,629,17730,29915,12185,2414,2493,v3c_mas_estados
states_1369_iter_15_1776419435448.lts,712,1342,630,56190,84563,28373,27840,38319,v3c_mas_estados
states_1152_iter_33_1776396156640.lts,384,1149,765,4288,11770,7482,0,0,v3c_mas_estados
states_1152_iter_33_1776621264083.lts,384,1149,765,4288,11770,7482,0,0,v3c_mas_estados
states_1721_iter_11_1776424260221.lts,1347,266,-1081,12737,2989,-9748,0,0,v3c_menos_estados
states_1605_iter_10_1776424646785.lts,1569,994,-575,25301,16236,-9065,0,0,v3c_menos_estados
states_1721_iter_21_1776433654207.lts,1347,784,-563,37652,22441,-15211,0,0,v3c_menos_estados
states_559_iter_10_1776424256857.lts,555,355,-200,6449,4401,-2048,0,0,v3c_menos_estados
states_641_iter_13_1776653138098.lts,637,493,-144,39654,30954,-8700,0,0,v3c_menos_estados
states_559_iter_16_1776430047648.lts,555,423,-132,13202,10247,-2955,0,0,v3c_menos_estados
states_455_iter_13_1776651779763.lts,451,321,-130,23590,17002,-6588,0,0,v3c_menos_estados
states_1379_iter_23_1776435453263.lts,989,873,-116,31229,27689,-3540,0,0,v3c_menos_estados
states_1639_iter_8_1776422456994.lts,1569,1455,-114,15988,15073,-915,0,0,v3c_menos_estados
states_716_iter_16_1776396605008.lts,704,603,-101,3324,3102,-222,1908,843,v3c_menos_estados
states_144_iter_41_1776621870854.lts,128,34,-94,1760,837,-923,0,0,v3c_menos_estados
states_1896_iter_19_1776622343004.lts,1888,1798,-90,10720,10594,-126,6912,3393,v3c_menos_estados
states_136_iter_29_1776621676165.lts,128,44,-84,832,392,-440,0,0,v3c_menos_estados
states_379_iter_14_1776428247160.lts,281,200,-81,5352,3907,-1445,0,0,v3c_menos_estados
states_112_iter_43_1776621871633.lts,96,30,-66,1728,976,-752,0,0,v3c_menos_estados
states_379_iter_22_1776435450003.lts,281,218,-63,9852,7851,-2001,0,0,v3c_menos_estados
states_398_iter_8_1776422453882.lts,260,208,-52,1002,928,-74,1,0,v3c_menos_estados
states_559_iter_20_1776433649102.lts,555,510,-45,17704,16383,-1321,0,0,v3c_menos_estados
states_1395_iter_15_1776428248260.lts,1347,1309,-38,22703,22120,-583,0,0,v3c_menos_estados
states_1256_iter_17_1776396606899.lts,1248,1212,-36,7008,6959,-49,4480,2215,v3c_menos_estados
states_1248_iter_16_1776396512356.lts,1232,1204,-28,7840,7826,-14,5280,2633,v3c_menos_estados
states_559_iter_12_1776426446515.lts,555,529,-26,8700,8351,-349,0,0,v3c_menos_estados
states_559_iter_18_1776431848514.lts,555,530,-25,15453,14793,-660,0,0,v3c_menos_estados
states_179_iter_9_1776424645683.lts,175,151,-24,3536,3095,-441,0,0,v3c_menos_estados
states_89_iter_13_1776428246384.lts,89,65,-24,2030,1517,-513,0,0,v3c_menos_estados
states_46_iter_8_1776654871568.lts,46,24,-22,1423,1409,-14,0,0,v3c_menos_estados
states_69_iter_12_1776396507684.lts,69,47,-22,328,238,-90,88,37,v3c_menos_estados
states_46_iter_12_1776654872190.lts,46,25,-21,1423,1411,-12,0,0,v3c_menos_estados
states_89_iter_15_1776430046960.lts,89,68,-21,2407,1871,-536,0,0,v3c_menos_estados
states_690_iter_9_1776410926409.lts,501,483,-18,6386,5994,-392,2659,2466,v3c_menos_estados
states_1052_iter_18_1776622338138.lts,1040,1024,-16,4956,4938,-18,2868,1422,v3c_menos_estados
states_89_iter_17_1776431847859.lts,89,73,-16,2784,2308,-476,0,0,v3c_menos_estados
states_132_iter_14_1776440222065.lts,132,117,-15,350,332,-18,184,60,v3c_menos_estados
states_297_iter_17_1776622336261.lts,297,282,-15,1656,1644,-12,576,282,v3c_menos_estados
states_744_iter_15_1776396510846.lts,736,721,-15,4064,4054,-10,2560,1275,v3c_menos_estados
states_40_iter_4_1776653135984.lts,40,26,-14,1006,1004,-2,0,0,v3c_menos_estados
states_46_iter_10_1776654871875.lts,46,32,-14,1423,1415,-8,0,0,v3c_menos_estados
states_46_iter_1_1776654869889.lts,46,32,-14,1340,1340,0,0,0,v3c_menos_estados
states_46_iter_2_1776654870322.lts,46,32,-14,1340,1340,0,0,0,v3c_menos_estados
states_1704_iter_10_1776639284663.lts,1662,1649,-13,6577,6561,-16,1704,1704,v3c_menos_estados
states_1704_iter_11_1776642776231.lts,1662,1650,-12,6577,6566,-11,1704,1704,v3c_menos_estados
states_40_iter_1_1776653135212.lts,40,28,-12,1006,1006,0,0,0,v3c_menos_estados
states_40_iter_3_1776653135803.lts,40,28,-12,1006,1006,0,0,0,v3c_menos_estados
states_40_iter_5_1776653136156.lts,40,28,-12,1006,1006,0,0,0,v3c_menos_estados
states_89_iter_21_1776435449047.lts,89,77,-12,3538,3070,-468,0,0,v3c_menos_estados
states_34_iter_1_1776651777638.lts,34,24,-10,720,720,0,0,0,v3c_menos_estados
states_34_iter_4_1776651778291.lts,34,24,-10,720,720,0,0,0,v3c_menos_estados
states_34_iter_5_1776651778434.lts,34,24,-10,720,720,0,0,0,v3c_menos_estados
states_1704_iter_6_1776410680162.lts,1662,1653,-9,6577,6573,-4,1704,1704,v3c_menos_estados
states_17_iter_8_1776392398434.lts,13,4,-9,42,22,-20,20,6,v3c_menos_estados
states_17_iter_8_1776392602429.lts,13,4,-9,42,22,-20,20,6,v3c_menos_estados
states_17_iter_8_1776392665777.lts,13,4,-9,42,22,-20,20,6,v3c_menos_estados
states_36_iter_6_1776410684976.lts,34,25,-9,80,65,-15,12,10,v3c_menos_estados
states_46_iter_6_1776654871257.lts,46,37,-9,1340,1340,0,0,0,v3c_menos_estados
states_64_iter_7_1776410925335.lts,62,53,-9,159,153,-6,32,32,v3c_menos_estados
states_121_iter_9_1776447880657.lts,121,113,-8,405,397,-8,132,132,v3c_menos_estados
states_121_iter_9_1776447919057.lts,121,113,-8,471,463,-8,198,198,v3c_menos_estados
states_1704_iter_12_1776644576555.lts,1662,1654,-8,6577,6572,-5,1704,1704,v3c_menos_estados
states_1704_iter_9_1776636423601.lts,1662,1654,-8,6577,6569,-8,1704,1704,v3c_menos_estados
states_22_iter_17_1776396027339.lts,20,12,-8,120,68,-52,0,0,v3c_menos_estados
states_22_iter_17_1776621125790.lts,20,12,-8,120,68,-52,0,0,v3c_menos_estados
states_501_iter_8_1776410687757.lts,354,346,-8,3793,3533,-260,1854,1697,v3c_menos_estados
states_89_iter_11_1776426445962.lts,89,81,-8,1653,1515,-138,0,0,v3c_menos_estados
states_980_iter_7_1776410691252.lts,946,938,-8,3630,3619,-11,882,882,v3c_menos_estados
states_1331_iter_12_1776447927595.lts,1331,1324,-7,6269,6259,-10,2178,2178,v3c_menos_estados
states_1704_iter_7_1776410710265.lts,1662,1655,-7,6577,6570,-7,1704,1704,v3c_menos_estados
states_37_iter_15_1776622104135.lts,37,30,-7,160,158,-2,24,11,v3c_menos_estados
states_40_iter_6_1776653136318.lts,40,33,-7,1006,1006,0,0,0,v3c_menos_estados
states_89_iter_19_1776433648404.lts,89,82,-7,3161,2903,-258,0,0,v3c_menos_estados
states_14_iter_7_1776637483895.lts,14,8,-6,26,20,-6,5,5,v3c_menos_estados
states_14_iter_7_1776640975400.lts,14,8,-6,26,20,-6,5,5,v3c_menos_estados
states_22_iter_8_1776424645455.lts,22,16,-6,229,229,0,0,0,v3c_menos_estados
states_72_iter_26_1776396036443.lts,64,58,-6,544,529,-15,0,0,v3c_menos_estados
states_72_iter_26_1776621134857.lts,64,58,-6,544,529,-15,0,0,v3c_menos_estados
states_243_iter_15_1776396604103.lts,243,238,-5,1332,1330,-2,468,233,v3c_menos_estados
states_34_iter_6_1776651778572.lts,34,29,-5,720,720,0,0,0,v3c_menos_estados
states_468_iter_13_1776398374477.lts,468,463,-5,1549,1548,-1,289,288,v3c_menos_estados
states_100_iter_5_1776410677395.lts,98,94,-4,264,260,-4,60,60,v3c_menos_estados
states_10_iter_11_1776420653302.lts,10,6,-4,18,14,-4,3,3,v3c_menos_estados
states_10_iter_2_1776438128184.lts,8,4,-4,10,9,-1,0,0,v3c_menos_estados
states_10_iter_2_1776447703281.lts,8,4,-4,10,9,-1,0,0,v3c_menos_estados
states_13_iter_13_1776622021797.lts,13,9,-4,24,24,0,0,0,v3c_menos_estados
states_13_iter_4_1776447794855.lts,10,6,-4,13,11,-2,0,0,v3c_menos_estados
states_144_iter_11_1776644576064.lts,142,138,-4,395,393,-2,96,96,v3c_menos_estados
states_144_iter_5_1776410679654.lts,142,138,-4,395,391,-4,96,96,v3c_menos_estados
states_260_iter_7_1776422455903.lts,246,242,-4,1659,1659,0,0,0,v3c_menos_estados
states_46_iter_9_1776654871718.lts,46,42,-4,1423,1415,-8,0,0,v3c_menos_estados
states_72_iter_12_1776437252195.lts,72,68,-4,192,192,0,96,36,v3c_menos_estados
states_100_iter_6_1776410690912.lts,98,95,-3,264,262,-2,60,60,v3c_menos_estados
states_12_iter_7_1776636423036.lts,12,9,-3,22,19,-3,4,4,v3c_menos_estados
states_12_iter_7_1776639284098.lts,12,9,-3,22,19,-3,4,4,v3c_menos_estados
states_12_iter_7_1776642775637.lts,12,9,-3,22,19,-3,4,4,v3c_menos_estados
states_12_iter_7_1776644575908.lts,12,9,-3,22,19,-3,4,4,v3c_menos_estados
states_12_iter_7_1776646376206.lts,12,9,-3,22,19,-3,4,4,v3c_menos_estados
states_12_iter_7_1776648176609.lts,12,9,-3,22,19,-3,4,4,v3c_menos_estados
states_12_iter_7_1776649977200.lts,12,9,-3,22,19,-3,4,4,v3c_menos_estados
states_13_iter_1_1776447794635.lts,10,7,-3,13,13,0,0,0,v3c_menos_estados
states_13_iter_3_1776447794802.lts,10,7,-3,13,13,0,0,0,v3c_menos_estados
states_375_iter_17_1776392670288.lts,375,372,-3,3360,3357,-3,1670,1368,v3c_menos_estados
states_375_iter_17_1776393275706.lts,375,372,-3,3360,3357,-3,1670,1368,v3c_menos_estados
states_704_iter_13_1776398376804.lts,704,701,-3,2545,2543,-2,385,384,v3c_menos_estados
states_8_iter_5_1776410686806.lts,8,5,-3,14,11,-3,2,2,v3c_menos_estados
states_8_iter_5_1776410925269.lts,8,5,-3,14,11,-3,2,2,v3c_menos_estados
states_8_iter_5_1776419746374.lts,8,5,-3,14,11,-3,2,2,v3c_menos_estados
states_1089_iter_10_1776447881250.lts,1089,1087,-2,5297,5297,0,1914,1914,v3c_menos_estados
states_1089_iter_10_1776447907566.lts,1089,1087,-2,5616,5616,0,2233,2233,v3c_menos_estados
states_12_iter_13_1776649977422.lts,12,10,-2,22,20,-2,4,4,v3c_menos_estados
states_1331_iter_24_1776458731049.lts,1331,1329,-2,6610,6603,-7,2178,2174,v3c_menos_estados
states_16_iter_10_1776428246162.lts,16,14,-2,173,173,0,0,0,v3c_menos_estados
states_16_iter_11_1776430046683.lts,16,14,-2,198,198,0,0,0,v3c_menos_estados
states_16_iter_12_1776431847462.lts,16,14,-2,223,223,0,0,0,v3c_menos_estados
states_16_iter_13_1776433647938.lts,16,14,-2,248,248,0,0,0,v3c_menos_estados
states_16_iter_14_1776435448446.lts,16,14,-2,273,273,0,0,0,v3c_menos_estados
states_36_iter_9_1776460530235.lts,36,34,-2,119,118,-1,33,9,v3c_menos_estados
states_557_iter_16_1776398379009.lts,557,555,-2,2026,2026,0,367,366,v3c_menos_estados
states_60_iter_37_1776621870005.lts,56,54,-2,512,507,-5,0,0,v3c_menos_estados
states_64_iter_5_1776410676248.lts,62,60,-2,159,157,-2,32,32,v3c_menos_estados
states_6_iter_2_1776410675441.lts,6,4,-2,10,8,-2,1,1,v3c_menos_estados
states_6_iter_2_1776410684856.lts,6,4,-2,10,8,-2,1,1,v3c_menos_estados
states_6_iter_2_1776410804441.lts,6,4,-2,10,8,-2,1,1,v3c_menos_estados
states_6_iter_2_1776412229096.lts,6,4,-2,10,8,-2,1,1,v3c_menos_estados
states_6_iter_2_1776414029515.lts,6,4,-2,10,8,-2,1,1,v3c_menos_estados
states_6_iter_2_1776415830012.lts,6,4,-2,10,8,-2,1,1,v3c_menos_estados
states_6_iter_2_1776417630570.lts,6,4,-2,10,8,-2,1,1,v3c_menos_estados
states_6_iter_2_1776419431129.lts,6,4,-2,10,8,-2,1,1,v3c_menos_estados
states_7_iter_4_1776440222847.lts,5,3,-2,6,6,0,0,0,v3c_menos_estados
states_7_iter_4_1776447605171.lts,5,3,-2,6,6,0,0,0,v3c_menos_estados
states_80_iter_12_1776442823496.lts,76,74,-2,826,810,-16,76,38,v3c_menos_estados
states_89_iter_9_1776424256376.lts,89,87,-2,1276,1252,-24,0,0,v3c_menos_estados
states_980_iter_6_1776410677692.lts,946,944,-2,3630,3629,-1,882,882,v3c_menos_estados
states_98_iter_12_1776438126808.lts,98,96,-2,309,309,0,142,49,v3c_menos_estados
states_9_iter_16_1776462359310.lts,9,7,-2,17,16,-1,6,0,v3c_menos_estados
states_9_iter_19_1776396035919.lts,9,7,-2,50,46,-4,0,0,v3c_menos_estados
states_9_iter_19_1776621134313.lts,9,7,-2,50,46,-4,0,0,v3c_menos_estados
states_1020_iter_21_1776464162861.lts,1020,1019,-1,6928,6927,-1,2536,1856,v3c_menos_estados
states_1089_iter_10_1776447914311.lts,1089,1088,-1,5935,5934,-1,2552,2552,v3c_menos_estados
states_1089_iter_10_1776447919664.lts,1089,1088,-1,6254,6253,-1,2871,2871,v3c_menos_estados
states_10_iter_10_1776420653270.lts,10,9,-1,18,17,-1,3,3,v3c_menos_estados
states_10_iter_1_1776438128078.lts,8,7,-1,10,10,0,0,0,v3c_menos_estados
states_10_iter_1_1776447703168.lts,8,7,-1,10,10,0,0,0,v3c_menos_estados
states_10_iter_4_1776410677344.lts,10,9,-1,18,17,-1,3,3,v3c_menos_estados
states_10_iter_4_1776410690834.lts,10,9,-1,18,17,-1,3,3,v3c_menos_estados
states_10_iter_4_1776411274621.lts,10,9,-1,18,17,-1,3,3,v3c_menos_estados
states_10_iter_4_1776420653070.lts,10,9,-1,18,17,-1,3,3,v3c_menos_estados
states_10_iter_6_1776411274683.lts,10,9,-1,18,17,-1,3,3,v3c_menos_estados
states_10_iter_6_1776420653141.lts,10,9,-1,18,17,-1,3,3,v3c_menos_estados
states_10_iter_7_1776420653175.lts,10,9,-1,18,17,-1,3,3,v3c_menos_estados
states_11_iter_11_1776396571181.lts,11,10,-1,20,20,0,0,0,v3c_menos_estados
states_121_iter_17_1776453328569.lts,121,120,-1,436,433,-3,132,130,v3c_menos_estados
states_121_iter_23_1776458730526.lts,121,120,-1,405,404,-1,132,132,v3c_menos_estados
