Model,WSOE_estados,v3c_estados,delta_estados,WSOE_transiciones,v3c_transiciones,delta_transiciones,WSOE_locales,v3c_locales,categoria
states_12_iter_10_1776460539318.lts,12,11,-1,24,24,0,8,0,v3c_menos_estados
states_12_iter_10_1776644576009.lts,12,11,-1,22,21,-1,4,4,v3c_menos_estados
states_12_iter_10_1776646376304.lts,12,11,-1,22,21,-1,4,4,v3c_menos_estados
states_12_iter_10_1776648176712.lts,12,11,-1,22,21,-1,4,4,v3c_menos_estados
states_12_iter_10_1776649977304.lts,12,11,-1,22,21,-1,4,4,v3c_menos_estados
states_12_iter_4_1776410679595.lts,12,11,-1,22,21,-1,4,4,v3c_menos_estados
states_12_iter_4_1776410709663.lts,12,11,-1,22,21,-1,4,4,v3c_menos_estados
states_12_iter_4_1776411565923.lts,12,11,-1,22,21,-1,4,4,v3c_menos_estados
states_12_iter_4_1776636422942.lts,12,11,-1,22,21,-1,4,4,v3c_menos_estados
states_12_iter_4_1776639284003.lts,12,11,-1,22,21,-1,4,4,v3c_menos_estados
states_12_iter_4_1776642775531.lts,12,11,-1,22,21,-1,4,4,v3c_menos_estados
states_12_iter_4_1776644575810.lts,12,11,-1,22,21,-1,4,4,v3c_menos_estados
states_12_iter_4_1776646376107.lts,12,11,-1,22,21,-1,4,4,v3c_menos_estados
states_12_iter_4_1776648176507.lts,12,11,-1,22,21,-1,4,4,v3c_menos_estados
states_12_iter_4_1776649977092.lts,12,11,-1,22,21,-1,4,4,v3c_menos_estados
states_1331_iter_22_1776456930435.lts,1331,1330,-1,6610,6610,0,2178,2178,v3c_menos_estados
states_13_iter_14_1776622054478.lts,13,12,-1,48,48,0,0,0,v3c_menos_estados
states_142_iter_11_1776398372310.lts,142,141,-1,674,674,0,44,44,v3c_menos_estados
states_144_iter_10_1776642775758.lts,142,141,-1,395,395,0,96,96,v3c_menos_estados
states_144_iter_12_1776646376393.lts,142,141,-1,395,394,-1,96,96,v3c_menos_estados
states_144_iter_7_1776411566051.lts,142,141,-1,395,394,-1,96,96,v3c_menos_estados
states_144_iter_8_1776636423100.lts,142,141,-1,395,394,-1,96,96,v3c_menos_estados
states_144_iter_9_1776639284184.lts,142,141,-1,395,394,-1,96,96,v3c_menos_estados
states_14_iter_3_1776637483760.lts,14,13,-1,26,25,-1,5,5,v3c_menos_estados
states_14_iter_3_1776640975258.lts,14,13,-1,26,25,-1,5,5,v3c_menos_estados
states_14_iter_6_1776637483862.lts,14,13,-1,26,25,-1,5,5,v3c_menos_estados
states_14_iter_6_1776640975368.lts,14,13,-1,26,25,-1,5,5,v3c_menos_estados
states_16_iter_18_1776433648226.lts,16,15,-1,248,248,0,0,0,v3c_menos_estados
states_16_iter_19_1776435448777.lts,16,15,-1,273,273,0,0,0,v3c_menos_estados
states_16_iter_2_1776424256027.lts,16,15,-1,108,108,0,0,0,v3c_menos_estados
states_16_iter_3_1776424256077.lts,16,15,-1,108,108,0,0,0,v3c_menos_estados
states_16_iter_4_1776424256127.lts,16,15,-1,108,108,0,0,0,v3c_menos_estados
states_16_iter_7_1776424256229.lts,16,15,-1,123,121,-2,0,0,v3c_menos_estados
states_1704_iter_13_1776646376863.lts,1662,1661,-1,6577,6576,-1,1704,1704,v3c_menos_estados
states_1704_iter_8_1776411566526.lts,1662,1661,-1,6577,6576,-1,1704,1704,v3c_menos_estados
states_228_iter_12_1776396500287.lts,224,223,-1,1020,1028,8,564,286,v3c_menos_estados
states_22_iter_6_1776422455845.lts,22,21,-1,180,180,0,0,0,v3c_menos_estados
states_24_iter_10_1776437248378.lts,24,23,-1,108,108,0,28,12,v3c_menos_estados
states_25_iter_13_1776392674773.lts,25,24,-1,70,70,0,30,20,v3c_menos_estados
states_25_iter_13_1776393280059.lts,25,24,-1,70,70,0,30,20,v3c_menos_estados
states_25_iter_13_1776618345781.lts,25,24,-1,70,70,0,30,20,v3c_menos_estados
states_25_iter_13_1776618378729.lts,25,24,-1,70,70,0,30,20,v3c_menos_estados
states_25_iter_15_1776393326643.lts,25,24,-1,70,70,0,30,20,v3c_menos_estados
states_25_iter_15_1776618428343.lts,25,24,-1,70,70,0,30,20,v3c_menos_estados
states_300_iter_18_1776462361014.lts,300,299,-1,2040,2040,0,680,480,v3c_menos_estados
states_305_iter_12_1776398372545.lts,305,304,-1,922,922,0,211,210,v3c_menos_estados
states_30_iter_10_1776437263307.lts,30,29,-1,177,177,0,36,15,v3c_menos_estados
states_34_iter_23_1776396053196.lts,32,31,-1,192,190,-2,0,0,v3c_menos_estados
states_34_iter_23_1776621151725.lts,32,31,-1,192,190,-2,0,0,v3c_menos_estados
states_360_iter_13_1776396500678.lts,352,351,-1,1888,1905,17,1152,584,v3c_menos_estados
states_360_iter_13_1776460538053.lts,360,359,-1,2270,2270,0,834,594,v3c_menos_estados
states_36_iter_19_1776464161292.lts,36,35,-1,149,149,0,51,27,v3c_menos_estados
states_36_iter_23_1776466178179.lts,36,35,-1,149,149,0,51,27,v3c_menos_estados
states_375_iter_19_1776392676766.lts,375,374,-1,3360,3358,-2,1670,1368,v3c_menos_estados
states_375_iter_19_1776393282069.lts,375,374,-1,3360,3358,-2,1670,1368,v3c_menos_estados
states_375_iter_19_1776618347674.lts,375,374,-1,3360,3358,-2,1670,1368,v3c_menos_estados
states_375_iter_19_1776618380631.lts,375,374,-1,3360,3358,-2,1670,1368,v3c_menos_estados
states_48_iter_10_1776438688325.lts,48,47,-1,348,348,0,56,24,v3c_menos_estados
states_4_iter_4_1776396503854.lts,4,3,-1,6,6,0,2,1,v3c_menos_estados
states_4_iter_4_1776396570962.lts,4,3,-1,6,6,0,2,1,v3c_menos_estados
states_4_iter_4_1776622021506.lts,4,3,-1,6,6,0,2,1,v3c_menos_estados
states_4_iter_5_1776396498842.lts,4,3,-1,6,6,0,2,1,v3c_menos_estados
states_4_iter_6_1776396498870.lts,4,3,-1,6,6,0,2,1,v3c_menos_estados
states_4_iter_6_1776396503919.lts,4,3,-1,6,6,0,2,1,v3c_menos_estados
states_4_iter_7_1776396503951.lts,4,3,-1,6,6,0,2,1,v3c_menos_estados
states_4_iter_7_1776396571064.lts,4,3,-1,6,6,0,2,1,v3c_menos_estados
states_4_iter_8_1776396571096.lts,4,3,-1,6,6,0,2,1,v3c_menos_estados
states_4_iter_8_1776622021643.lts,4,3,-1,6,6,0,2,1,v3c_menos_estados
states_4_iter_9_1776622021677.lts,4,3,-1,6,6,0,2,1,v3c_menos_estados
states_5_iter_1_1776396024406.lts,5,4,-1,16,16,0,0,0,v3c_menos_estados
states_60_iter_9_1776460535815.lts,60,59,-1,264,264,0,88,48,v3c_menos_estados
states_64_iter_11_1776439942737.lts,60,59,-1,530,524,-6,60,30,v3c_menos_estados
states_65_iter_9_1776393271168.lts,65,64,-1,301,301,0,139,106,v3c_menos_estados
states_679_iter_14_1776398377622.lts,679,678,-1,2422,2422,0,379,378,v3c_menos_estados
states_6_iter_11_1776419431409.lts,6,5,-1,10,9,-1,1,1,v3c_menos_estados
states_6_iter_8_1776414029688.lts,6,5,-1,10,9,-1,1,1,v3c_menos_estados
states_6_iter_8_1776415830190.lts,6,5,-1,10,9,-1,1,1,v3c_menos_estados
states_6_iter_8_1776417630762.lts,6,5,-1,10,9,-1,1,1,v3c_menos_estados
states_6_iter_8_1776419431320.lts,6,5,-1,10,9,-1,1,1,v3c_menos_estados
states_7_iter_3_1776437252796.lts,5,4,-1,6,6,0,0,0,v3c_menos_estados
states_7_iter_3_1776440222817.lts,5,4,-1,6,6,0,0,0,v3c_menos_estados
states_7_iter_3_1776447605134.lts,5,4,-1,6,6,0,0,0,v3c_menos_estados
states_7_iter_6_1776447605244.lts,5,4,-1,6,6,0,0,0,v3c_menos_estados
states_7_iter_8_1776447605313.lts,5,4,-1,6,6,0,0,0,v3c_menos_estados
states_8_iter_10_1776398384423.lts,8,7,-1,12,12,0,0,0,v3c_menos_estados
states_8_iter_10_1776419746530.lts,8,7,-1,14,13,-1,2,2,v3c_menos_estados
states_8_iter_8_1776419746465.lts,8,7,-1,14,13,-1,2,2,v3c_menos_estados
states_90_iter_15_1776462346946.lts,90,89,-1,411,411,0,135,75,v3c_menos_estados
states_980_iter_8_1776411275015.lts,946,945,-1,3630,3629,-1,882,882,v3c_menos_estados
states_99_iter_13_1776449727229.lts,99,98,-1,349,349,0,120,120,v3c_menos_estados
states_99_iter_9_1776447907036.lts,99,98,-1,369,368,-1,140,140,v3c_menos_estados
states_99_iter_9_1776447913739.lts,99,98,-1,389,388,-1,160,160,v3c_menos_estados
states_9_iter_9_1776396503999.lts,9,8,-1,16,16,0,0,0,v3c_menos_estados
