Model,AlgoVersion,Run,Warmup,Status,ErrorMsg,Timestamp,InitialStates,InitialTransitions,InitialLocalTransitions,LocalAlphabetSize,LocalControllableSize,TauLabelsSize,AllLocalTransitions,CtrlLocalTransitions,FinalStates,FinalTransitions,FinalLocalTransitions,Time_ms,GC_ms,MemBefore_MB,MemAfter_MB,MemPeak_MB,JVMHeapMax_MB,SCC_ms,Bvis_ms,InitSplit_ms,Phase1_ms,Phase2_ms,PartTotal_ms,MainLoopIters,BuildStates_ms,BuildTrans_ms,BuildTotal_ms
states_1025_iter_22_1776393521341.lts,v2,0,true,OK,,2026-06-08T20:56:12.337717431Z,1025,7945,3855,23,8,10,5355,1500,1025,7945,3070,1965.6257,21,33.4822,187.8745,232.3130,3970.0000,6.9035,4.9979,49.8429,305.6585,1499.9675,1874.7241,11986,0.9192,14.9101,15.8293
states_1025_iter_22_1776393521341.lts,v3c,0,true,OK,,2026-06-08T20:56:14.424521405Z,1025,7945,3855,23,8,10,5355,1500,1025,7945,3070,851.6964,19,39.5398,166.5706,279.0759,3970.0000,3.8195,4.5924,10.4321,146.1702,598.2952,768.0405,9002,0.5178,15.3133,15.8311
states_1025_iter_22_1776393521341.lts,v2,1,false,OK,,2026-06-08T20:56:15.379970490Z,1025,7945,3855,23,8,10,5355,1500,1025,7945,3070,1845.7813,20,40.2665,146.3366,293.9642,3970.0000,5.5008,4.6998,44.9798,269.7164,1445.2506,1776.0758,11996,0.6373,14.2561,14.8934
states_1025_iter_22_1776393521341.lts,v3c,1,false,OK,,2026-06-08T20:56:17.328857098Z,1025,7945,3855,23,8,10,5355,1500,1025,7945,3070,733.5415,18,40.9197,332.4473,310.4473,3970.0000,3.7245,4.6386,5.5200,110.1902,533.4281,658.5242,9002,0.7897,17.5067,18.2964
states_1025_iter_22_1776393521341.lts,v2,2,false,OK,,2026-06-08T20:56:18.165949828Z,1025,7945,3855,23,8,10,5355,1500,1025,7945,3070,1750.4241,23,41.5168,219.6406,317.3919,3970.0000,5.4315,4.7544,44.7794,257.2154,1361.5784,1678.7884,11970,0.5070,22.6573,23.1643
states_1025_iter_22_1776393521341.lts,v3c,2,false,OK,,2026-06-08T20:56:20.020642218Z,1025,7945,3855,23,8,10,5355,1500,1025,7945,3070,561.4321,16,42.2731,291.9334,235.9334,3970.0000,3.6874,4.7081,5.3312,100.2081,370.5580,485.2577,9002,0.7897,17.2882,18.0779
states_111_iter_18_1776392676327.lts,v2,0,true,OK,,2026-06-08T20:56:20.820382738Z,111,761,393,24,12,8,649,256,111,761,336,23.9912,0,24.1364,44.1364,24.1364,3970.0000,0.5106,0.3999,0.6405,5.6712,11.2316,18.7815,989,0.1100,1.2698,1.3797
states_111_iter_18_1776392676327.lts,v3c,0,true,OK,,2026-06-08T20:56:20.937545667Z,111,761,393,24,12,8,649,256,111,761,336,16.3177,0,24.7003,38.7003,24.7003,3970.0000,0.3929,0.4089,0.3942,5.9508,3.8465,11.0814,791,0.1003,1.2607,1.3610
states_111_iter_18_1776392676327.lts,v2,1,false,OK,,2026-06-08T20:56:21.059259433Z,111,761,393,24,12,8,649,256,111,761,336,22.5260,0,24.8114,44.8114,24.8114,3970.0000,0.4421,0.4063,0.6325,5.2804,10.5503,17.5753,984,0.1092,1.2635,1.3727
states_111_iter_18_1776392676327.lts,v3c,1,false,OK,,2026-06-08T20:56:21.180929747Z,111,761,393,24,12,8,649,256,111,761,336,16.2142,0,24.8526,38.8526,24.8526,3970.0000,0.3411,0.4003,0.3915,5.8313,3.7534,10.8101,791,0.0989,1.2560,1.3549
states_111_iter_18_1776392676327.lts,v2,2,false,OK,,2026-06-08T20:56:21.299098551Z,111,761,393,24,12,8,649,256,111,761,336,23.5420,0,24.8934,44.8934,24.8934,3970.0000,0.5502,0.4087,0.6358,5.5012,10.8725,18.2615,988,0.1083,1.3425,1.4508
states_111_iter_18_1776392676327.lts,v3c,2,false,OK,,2026-06-08T20:56:21.423528801Z,111,761,393,24,12,8,649,256,111,761,336,15.9542,0,24.9696,38.9696,24.9696,3970.0000,0.3508,0.4166,0.3871,5.7892,3.7214,10.7517,791,0.1011,1.2529,1.3540
states_111_iter_18_1776393281626.lts,v2,0,true,OK,,2026-06-08T20:56:21.631609837Z,111,761,393,24,12,8,649,256,111,761,336,22.6404,0,24.4639,44.4639,24.4639,3970.0000,0.4695,0.4008,0.6003,5.3727,10.5916,17.7011,988,0.1085,1.2719,1.3803
states_111_iter_18_1776393281626.lts,v3c,0,true,OK,,2026-06-08T20:56:21.755060423Z,111,761,393,24,12,8,649,256,111,761,336,16.2335,0,25.0280,39.0280,25.0280,3970.0000,0.3517,0.4426,0.3832,5.8697,3.7816,10.9176,791,0.1284,1.2743,1.4027
states_111_iter_18_1776393281626.lts,v2,1,false,OK,,2026-06-08T20:56:21.871134210Z,111,761,393,24,12,8,649,256,111,761,336,23.9876,0,25.0688,47.0688,25.0688,3970.0000,0.4709,0.4162,0.8284,6.0317,10.5269,18.7573,988,0.1080,1.3027,1.4107
states_111_iter_18_1776393281626.lts,v3c,1,false,OK,,2026-06-08T20:56:21.995840573Z,111,761,393,24,12,8,649,256,111,761,336,16.0603,0,25.1099,39.1099,25.1099,3970.0000,0.3413,0.4346,0.3940,5.8918,3.7681,10.9187,791,0.0982,1.2723,1.3705
states_111_iter_18_1776393281626.lts,v2,2,false,OK,,2026-06-08T20:56:22.112375441Z,111,761,393,24,12,8,649,256,111,761,336,22.7467,0,25.1507,47.1507,25.1507,3970.0000,0.4853,0.4051,0.6134,5.8807,10.0584,17.7110,984,0.1093,1.2985,1.4078
states_111_iter_18_1776393281626.lts,v3c,2,false,OK,,2026-06-08T20:56:22.235463712Z,111,761,393,24,12,8,649,256,111,761,336,15.9758,0,25.1915,39.1915,25.1915,3970.0000,0.3694,0.4128,0.3929,5.8564,3.7783,10.8984,791,0.1003,1.2740,1.3743
states_115_iter_16_1776392402545.lts,v2,0,true,OK,,2026-06-08T20:56:22.456827590Z,115,777,403,24,12,8,655,252,115,777,344,34.1807,0,24.7924,44.7924,24.7924,3970.0000,0.7833,0.8122,1.2433,9.2424,14.6422,27.1343,1016,0.1153,1.3292,1.4445
states_115_iter_16_1776392402545.lts,v3c,0,true,OK,,2026-06-08T20:56:22.597941310Z,115,777,403,24,12,8,655,252,115,777,344,16.1501,0,25.3687,39.3687,25.3687,3970.0000,0.3567,0.4360,0.5684,5.2780,3.6112,10.4807,795,0.0988,1.2978,1.3965
states_115_iter_16_1776392402545.lts,v2,1,false,OK,,2026-06-08T20:56:22.715884414Z,115,777,403,24,12,8,655,252,115,777,344,22.4882,0,25.4112,45.4112,25.4112,3970.0000,0.4556,0.4143,0.5931,5.9658,9.7351,17.4359,1016,0.1568,1.3211,1.4779
states_115_iter_16_1776392402545.lts,v3c,1,false,OK,,2026-06-08T20:56:22.838963660Z,115,777,403,24,12,8,655,252,115,777,344,15.2297,0,25.4532,39.4532,25.4532,3970.0000,0.4067,0.4281,0.4116,5.1910,3.4985,10.0181,795,0.0979,1.2963,1.3942
states_115_iter_16_1776392402545.lts,v2,2,false,OK,,2026-06-08T20:56:22.955314627Z,115,777,403,24,12,8,655,252,115,777,344,22.4892,0,25.5679,45.5679,25.5679,3970.0000,0.4659,0.4176,0.6241,5.9203,9.7061,17.4017,1016,0.1110,1.2890,1.4000
states_115_iter_16_1776392402545.lts,v3c,2,false,OK,,2026-06-08T20:56:23.080005158Z,115,777,403,24,12,8,655,252,115,777,344,14.9506,0,25.6095,39.6095,25.6095,3970.0000,0.3546,0.4403,0.3803,5.2118,3.3846,9.8524,795,0.0995,1.2865,1.3860
states_115_iter_16_1776392669902.lts,v2,0,true,OK,,2026-06-08T20:56:23.309949054Z,115,777,403,24,12,8,655,252,115,777,344,24.8086,0,25.1265,45.1265,25.1265,3970.0000,0.5398,0.5142,0.7215,6.2880,10.1326,18.4811,1016,0.1111,1.3312,1.4423
states_115_iter_16_1776392669902.lts,v3c,0,true,OK,,2026-06-08T20:56:23.426838896Z,115,777,403,24,12,8,655,252,115,777,344,25.4972,0,25.7031,39.7031,25.7031,3970.0000,0.6688,0.8054,0.6624,9.6836,6.0225,17.9787,795,0.1799,2.2923,2.4722
states_115_iter_16_1776392669902.lts,v2,1,false,OK,,2026-06-08T20:56:23.555029987Z,115,777,403,24,12,8,655,252,115,777,344,37.7600,0,25.7448,45.7448,25.7448,3970.0000,1.1248,0.8632,1.6141,10.2018,15.6944,29.9205,1016,0.1472,1.4606,1.6077
states_115_iter_16_1776392669902.lts,v3c,1,false,OK,,2026-06-08T20:56:23.695763884Z,115,777,403,24,12,8,655,252,115,777,344,16.3636,0,25.7868,39.7868,25.7868,3970.0000,0.5988,0.6400,0.7086,5.5110,3.4590,11.0420,795,0.1034,1.2749,1.3783
states_115_iter_16_1776392669902.lts,v2,2,false,OK,,2026-06-08T20:56:23.814328563Z,115,777,403,24,12,8,655,252,115,777,344,22.3923,0,25.8284,45.8284,25.8284,3970.0000,0.5574,0.3371,0.5820,5.8654,9.6624,17.2752,1016,0.1099,1.2968,1.4067
states_115_iter_16_1776392669902.lts,v3c,2,false,OK,,2026-06-08T20:56:23.954266653Z,115,777,403,24,12,8,655,252,115,777,344,16.1652,0,25.8701,39.8701,25.8701,3970.0000,0.4509,0.7899,0.6535,5.5399,3.4597,11.0141,795,0.1100,1.2811,1.3910
states_115_iter_16_1776393275334.lts,v2,0,true,OK,,2026-06-08T20:56:24.172013508Z,115,777,403,24,12,8,655,252,115,777,344,24.2530,0,25.4598,45.4598,25.4598,3970.0000,0.5698,0.8976,1.1621,6.3469,9.9312,19.1869,1016,0.1118,1.2961,1.4078
states_115_iter_16_1776393275334.lts,v3c,0,true,OK,,2026-06-08T20:56:24.299934939Z,115,777,403,24,12,8,655,252,115,777,344,14.6002,0,26.1277,40.1277,26.1277,3970.0000,0.4046,0.3580,0.3808,4.9000,3.3074,9.4351,795,0.1016,1.2742,1.3758
states_115_iter_16_1776393275334.lts,v2,1,false,OK,,2026-06-08T20:56:24.418101676Z,115,777,403,24,12,8,655,252,115,777,344,24.7610,0,26.1693,46.1693,26.1693,3970.0000,0.4865,0.4308,1.1206,6.8186,10.5625,19.7346,1016,0.1028,1.3243,1.4271
states_115_iter_16_1776393275334.lts,v3c,1,false,OK,,2026-06-08T20:56:24.548273835Z,115,777,403,24,12,8,655,252,115,777,344,31.6202,0,26.2114,40.2114,26.2114,3970.0000,0.6441,0.4259,0.7578,11.5574,8.0811,21.6702,795,0.2231,3.0783,3.3013
states_115_iter_16_1776393275334.lts,v2,2,false,OK,,2026-06-08T20:56:24.685720517Z,115,777,403,24,12,8,655,252,115,777,344,22.4103,0,26.2531,46.2531,26.2531,3970.0000,0.5325,0.3771,0.5825,5.8711,9.6460,17.2886,1016,0.1102,1.2956,1.4057
states_115_iter_16_1776393275334.lts,v3c,2,false,OK,,2026-06-08T20:56:24.816869422Z,115,777,403,24,12,8,655,252,115,777,344,14.1751,0,26.2948,40.2948,26.2948,3970.0000,0.2461,0.2091,0.3297,4.8096,3.3018,8.9800,795,0.1022,1.2779,1.3801
states_125_iter_12_1776392401306.lts,v2,0,true,OK,,2026-06-08T20:56:24.997659807Z,125,525,225,9,0,6,225,0,125,525,150,18.6546,0,25.5087,41.5087,25.5087,3970.0000,0.4817,0.3603,0.5195,5.8866,7.3007,14.9537,893,0.1453,0.8900,1.0354
states_125_iter_12_1776392401306.lts,v3c,0,true,OK,,2026-06-08T20:56:25.123989740Z,125,525,225,9,0,6,225,0,125,525,150,10.0720,0,25.9325,33.9325,25.9325,3970.0000,0.1661,0.1670,0.2603,3.5059,2.0291,6.2159,722,0.1009,0.8645,0.9654
states_125_iter_12_1776392401306.lts,v2,1,false,OK,,2026-06-08T20:56:25.237509840Z,125,525,225,9,0,6,225,0,125,525,150,17.6503,0,25.9607,41.9607,25.9607,3970.0000,0.3706,0.1554,0.5015,5.6730,6.9933,13.9763,893,0.1194,0.8999,1.0194
states_125_iter_12_1776392401306.lts,v3c,1,false,OK,,2026-06-08T20:56:25.363614257Z,125,525,225,9,0,6,225,0,125,525,150,10.1105,0,25.9892,33.9892,25.9892,3970.0000,0.1756,0.1728,0.2618,3.5288,2.0629,6.2888,722,0.1048,0.8651,0.9699
states_125_iter_12_1776392401306.lts,v2,2,false,OK,,2026-06-08T20:56:25.482240422Z,125,525,225,9,0,6,225,0,125,525,150,17.6822,0,26.0174,42.0174,26.0174,3970.0000,0.4534,0.1575,0.4983,5.7219,6.9769,14.0922,894,0.1197,0.8839,1.0036
states_125_iter_12_1776392401306.lts,v3c,2,false,OK,,2026-06-08T20:56:25.606350647Z,125,525,225,9,0,6,225,0,125,525,150,16.4143,0,26.0456,36.0456,26.0456,3970.0000,0.1716,0.1810,0.2671,3.4736,2.0443,6.2339,722,0.1027,0.8705,0.9732
states_125_iter_12_1776392668675.lts,v2,0,true,OK,,2026-06-08T20:56:25.792759997Z,125,525,225,9,0,6,225,0,125,525,150,17.5999,0,27.1425,43.1425,27.1425,3970.0000,0.4178,0.2234,0.8193,4.9408,7.0662,13.7250,884,0.1436,0.9095,1.0530
states_125_iter_12_1776392668675.lts,v3c,0,true,OK,,2026-06-08T20:56:25.917203121Z,125,525,225,9,0,6,225,0,125,525,150,9.8501,0,27.5665,35.5665,27.5665,3970.0000,0.1715,0.1564,0.2772,3.4372,2.0427,6.1721,722,0.1044,0.8611,0.9655
states_125_iter_12_1776392668675.lts,v2,1,false,OK,,2026-06-08T20:56:26.031410289Z,125,525,225,9,0,6,225,0,125,525,150,21.7247,0,27.5947,43.5947,27.5947,3970.0000,0.4562,0.1982,0.6846,6.3910,9.1542,17.2094,893,0.1399,1.1739,1.3138
states_125_iter_12_1776392668675.lts,v3c,1,false,OK,,2026-06-08T20:56:26.158031835Z,125,525,225,9,0,6,225,0,125,525,150,16.8018,0,27.6235,35.6235,27.6235,3970.0000,0.2441,0.2465,0.4095,6.2438,3.7278,11.0141,722,0.1779,1.5847,1.7627
states_125_iter_12_1776392668675.lts,v2,2,false,OK,,2026-06-08T20:56:26.297123153Z,125,525,225,9,0,6,225,0,125,525,150,16.4552,0,27.6517,43.6517,27.6517,3970.0000,0.4026,0.1481,0.4982,4.6811,6.8720,12.8360,887,0.1120,0.9209,1.0330
states_125_iter_12_1776392668675.lts,v3c,2,false,OK,,2026-06-08T20:56:26.431421361Z,125,525,225,9,0,6,225,0,125,525,150,9.9395,0,27.6799,35.6799,27.6799,3970.0000,0.1621,0.1531,0.2592,3.4362,2.0251,6.1183,722,0.1054,0.8931,0.9985
states_125_iter_12_1776393274110.lts,v2,0,true,OK,,2026-06-08T20:56:26.607819927Z,125,525,225,9,0,6,225,0,125,525,150,17.0275,0,27.3684,43.3684,27.3684,3970.0000,0.3652,0.1534,0.4947,4.6630,6.8635,12.7727,889,0.1165,1.0316,1.1481
states_125_iter_12_1776393274110.lts,v3c,0,true,OK,,2026-06-08T20:56:26.734878103Z,125,525,225,9,0,6,225,0,125,525,150,9.9864,0,27.7930,35.7930,27.7930,3970.0000,0.1637,0.1485,0.2643,3.4187,2.0601,6.1477,722,0.1064,1.0327,1.1391
states_125_iter_12_1776393274110.lts,v2,1,false,OK,,2026-06-08T20:56:26.851023940Z,125,525,225,9,0,6,225,0,125,525,150,16.5315,0,27.8212,43.8212,27.8212,3970.0000,0.3652,0.1483,0.4971,4.7026,6.8219,12.8607,894,0.1131,0.9452,1.0583
states_125_iter_12_1776393274110.lts,v3c,1,false,OK,,2026-06-08T20:56:26.977535606Z,125,525,225,9,0,6,225,0,125,525,150,10.5574,0,27.8499,35.8499,27.8499,3970.0000,0.1637,0.1505,0.2731,3.7606,2.3159,6.7543,722,0.1597,0.9656,1.1253
states_125_iter_12_1776393274110.lts,v2,2,false,OK,,2026-06-08T20:56:27.101386853Z,125,525,225,9,0,6,225,0,125,525,150,16.7326,0,27.8781,43.8781,27.8781,3970.0000,0.3817,0.1504,0.5107,4.7027,6.9438,12.9262,888,0.1172,1.0432,1.1604
states_125_iter_12_1776393274110.lts,v3c,2,false,OK,,2026-06-08T20:56:27.230195635Z,125,525,225,9,0,6,225,0,125,525,150,9.6695,0,27.9063,35.9063,27.9063,3970.0000,0.1831,0.2061,0.2673,3.3533,2.0398,6.1362,722,0.0850,0.7688,0.8538
states_125_iter_14_1776392674963.lts,v2,0,true,OK,,2026-06-08T20:56:27.409241098Z,125,525,225,9,0,6,225,0,125,525,150,17.3787,0,27.6267,43.6267,27.6267,3970.0000,0.3686,0.1534,0.5001,5.0817,7.3487,13.7116,907,0.1853,0.8867,1.0721
states_125_iter_14_1776392674963.lts,v3c,0,true,OK,,2026-06-08T20:56:27.538167710Z,125,525,225,9,0,6,225,0,125,525,150,9.4914,0,28.0716,36.0716,28.0716,3970.0000,0.1552,0.1480,0.2557,3.3223,2.0171,5.9830,712,0.0851,0.7694,0.8545
states_125_iter_14_1776392674963.lts,v2,1,false,OK,,2026-06-08T20:56:27.659288190Z,125,525,225,9,0,6,225,0,125,525,150,17.1612,0,28.0998,44.0998,28.0998,3970.0000,0.3692,0.1537,0.4937,5.1236,7.3229,13.7266,906,0.0976,0.7963,0.8940
states_125_iter_14_1776392674963.lts,v3c,1,false,OK,,2026-06-08T20:56:27.783311020Z,125,525,225,9,0,6,225,0,125,525,150,9.4995,0,28.1283,36.1283,28.1283,3970.0000,0.1667,0.1537,0.2608,3.2913,1.9852,5.9475,712,0.0871,0.7618,0.8489
states_125_iter_14_1776392674963.lts,v2,2,false,OK,,2026-06-08T20:56:27.900339607Z,125,525,225,9,0,6,225,0,125,525,150,27.1172,0,28.1565,44.1565,28.1565,3970.0000,0.6116,0.2359,0.8941,7.9717,12.0959,22.2158,906,0.0945,0.7980,0.8926
states_125_iter_14_1776392674963.lts,v3c,2,false,OK,,2026-06-08T20:56:28.037154526Z,125,525,225,9,0,6,225,0,125,525,150,9.4427,0,28.1848,36.1848,28.1848,3970.0000,0.1646,0.1490,0.2626,3.2815,1.9884,5.9322,712,0.1143,0.7709,0.8852
states_125_iter_14_1776393280249.lts,v2,0,true,OK,,2026-06-08T20:56:28.215918033Z,125,525,225,9,0,6,225,0,125,525,150,17.5269,0,27.8524,43.8524,27.8524,3970.0000,0.3887,0.1528,0.5088,5.1904,7.4288,13.9277,907,0.1354,0.8167,0.9521
states_125_iter_14_1776393280249.lts,v3c,0,true,OK,,2026-06-08T20:56:28.347037144Z,125,525,225,9,0,6,225,0,125,525,150,10.4388,0,28.2762,36.2762,28.2762,3970.0000,0.1860,0.1701,0.2913,3.7279,2.2463,6.7197,712,0.1039,0.8649,0.9688
states_125_iter_14_1776393280249.lts,v2,1,false,OK,,2026-06-08T20:56:28.468851350Z,125,525,225,9,0,6,225,0,125,525,150,16.4785,0,28.3045,44.3045,28.3045,3970.0000,0.3400,0.1449,0.4814,4.8194,7.1417,13.1711,906,0.1227,0.7684,0.8911
states_125_iter_14_1776393280249.lts,v3c,1,false,OK,,2026-06-08T20:56:28.608133270Z,125,525,225,9,0,6,225,0,125,525,150,12.8185,0,28.3576,36.3576,28.3576,3970.0000,0.1861,0.1952,0.3423,4.6674,2.8973,8.4036,712,0.1698,1.1468,1.3166
states_125_iter_14_1776393280249.lts,v2,2,false,OK,,2026-06-08T20:56:28.731392716Z,125,525,225,9,0,6,225,0,125,525,150,17.0628,0,28.3613,44.3613,28.3613,3970.0000,0.3766,0.1501,0.4988,4.9549,7.2950,13.5324,906,0.1022,0.7819,0.8841
states_125_iter_14_1776393280249.lts,v3c,2,false,OK,,2026-06-08T20:56:28.871980978Z,125,525,225,9,0,6,225,0,125,525,150,9.8466,0,28.3895,36.3895,28.3895,3970.0000,0.1836,0.3471,0.2763,3.3264,1.9935,6.2176,712,0.0917,0.7644,0.8560
states_125_iter_16_1776393326855.lts,v2,0,true,OK,,2026-06-08T20:56:29.044726952Z,125,525,225,9,0,6,225,0,125,525,150,16.7253,0,28.1684,42.1684,28.1684,3970.0000,0.3864,0.2664,0.5049,4.6905,7.0526,13.2491,925,0.0950,0.7966,0.8916
states_125_iter_16_1776393326855.lts,v3c,0,true,OK,,2026-06-08T20:56:29.184154128Z,125,525,225,9,0,6,225,0,125,525,150,10.1664,0,28.5923,38.5923,28.5923,3970.0000,0.1781,0.1572,0.2646,3.5111,2.3334,6.5911,680,0.0854,0.7622,0.8476
states_125_iter_16_1776393326855.lts,v2,1,false,OK,,2026-06-08T20:56:29.304206266Z,125,525,225,9,0,6,225,0,125,525,150,16.8387,0,28.6205,44.6205,28.6205,3970.0000,0.4002,0.1506,0.5083,4.7324,7.1103,13.1674,925,0.0964,0.8104,0.9068
states_125_iter_16_1776393326855.lts,v3c,1,false,OK,,2026-06-08T20:56:29.431242910Z,125,525,225,9,0,6,225,0,125,525,150,9.9678,0,28.6490,38.6490,28.6490,3970.0000,0.1643,0.1485,0.2576,3.5078,2.3210,6.4874,680,0.0860,0.7601,0.8462
states_125_iter_16_1776393326855.lts,v2,2,false,OK,,2026-06-08T20:56:29.553570774Z,125,525,225,9,0,6,225,0,125,525,150,17.2033,0,28.6772,44.6772,28.6772,3970.0000,0.4018,0.1842,0.5101,4.8617,7.1517,13.3667,925,0.0953,0.8127,0.9081
states_125_iter_16_1776393326855.lts,v3c,2,false,OK,,2026-06-08T20:56:29.684856374Z,125,525,225,9,0,6,225,0,125,525,150,9.8524,0,28.7054,38.7054,28.7054,3970.0000,0.1659,0.1494,0.2554,3.4829,2.2898,6.4312,680,0.0852,0.7607,0.8459
states_125_iter_18_1776393509366.lts,v2,0,true,OK,,2026-06-08T20:56:29.857263998Z,125,525,225,9,0,6,225,0,125,525,150,17.5833,0,28.4412,44.4412,28.4412,3970.0000,0.3743,0.1485,0.5033,5.0504,7.7772,14.1030,883,0.0946,0.8155,0.9101
states_125_iter_18_1776393509366.lts,v3c,0,true,OK,,2026-06-08T20:56:29.987616160Z,125,525,225,9,0,6,225,0,125,525,150,9.6303,0,28.8651,38.8651,28.8651,3970.0000,0.1594,0.1505,0.2549,3.4752,2.1296,6.2659,702,0.1020,0.7583,0.8603
states_125_iter_18_1776393509366.lts,v2,1,false,OK,,2026-06-08T20:56:30.108047797Z,125,525,225,9,0,6,225,0,125,525,150,17.4076,0,28.8933,44.8933,28.8933,3970.0000,0.3343,0.1419,0.5135,5.1462,7.6555,14.1176,867,0.1052,0.8041,0.9093
states_125_iter_18_1776393509366.lts,v3c,1,false,OK,,2026-06-08T20:56:30.239422344Z,125,525,225,9,0,6,225,0,125,525,150,9.8624,0,28.9218,38.9218,28.9218,3970.0000,0.1677,0.2583,0.2610,3.4916,2.1212,6.4461,702,0.0906,0.7739,0.8645
states_125_iter_18_1776393509366.lts,v2,2,false,OK,,2026-06-08T20:56:30.360410783Z,125,525,225,9,0,6,225,0,125,525,150,17.5623,0,28.9500,44.9500,28.9500,3970.0000,0.3711,0.1482,0.4943,5.1277,7.7100,14.1504,867,0.1306,0.8068,0.9374
states_125_iter_18_1776393509366.lts,v3c,2,false,OK,,2026-06-08T20:56:30.489990465Z,125,525,225,9,0,6,225,0,125,525,150,9.5523,0,28.9782,38.9782,28.9782,3970.0000,0.1607,0.1219,0.2604,3.4630,2.0878,6.1793,702,0.1008,0.7774,0.8781
states_125_iter_20_1776394224313.lts,v2,0,true,OK,,2026-06-08T20:56:30.656431258Z,125,525,225,9,0,6,225,0,125,525,150,17.5554,0,28.7143,44.7143,28.7143,3970.0000,0.3683,0.3308,0.4994,4.9845,7.6502,14.0881,890,0.0914,0.7963,0.8877
states_125_iter_20_1776394224313.lts,v3c,0,true,OK,,2026-06-08T20:56:30.785585505Z,125,525,225,9,0,6,225,0,125,525,150,9.6047,0,29.1382,37.1382,29.1382,3970.0000,0.1645,0.1311,0.2603,3.4205,2.1240,6.1924,715,0.0902,0.7642,0.8544
states_125_iter_20_1776394224313.lts,v2,1,false,OK,,2026-06-08T20:56:30.909972319Z,125,525,225,9,0,6,225,0,125,525,150,17.5522,0,29.1664,45.1664,29.1664,3970.0000,0.3707,0.1494,0.4973,5.0626,7.7762,14.1002,889,0.0908,0.8159,0.9067
states_125_iter_20_1776394224313.lts,v3c,1,false,OK,,2026-06-08T20:56:31.040883375Z,125,525,225,9,0,6,225,0,125,525,150,13.0787,0,29.1950,37.1950,29.1950,3970.0000,0.1877,0.1672,0.3471,4.8937,3.0841,8.7978,715,0.1205,1.1406,1.2611
states_125_iter_20_1776394224313.lts,v2,2,false,OK,,2026-06-08T20:56:31.167617494Z,125,525,225,9,0,6,225,0,125,525,150,28.8671,0,29.2232,45.2232,29.2232,3970.0000,0.5260,0.2340,0.7946,8.6207,13.4697,24.0678,887,0.1442,1.3699,1.5141
states_125_iter_20_1776394224313.lts,v3c,2,false,OK,,2026-06-08T20:56:31.328467202Z,125,525,225,9,0,6,225,0,125,525,150,13.1806,0,29.2514,37.2514,29.2514,3970.0000,0.2090,0.1727,0.3520,4.9371,3.0887,8.8828,715,0.1299,1.1745,1.3044
states_1287_iter_23_1776393351862.lts,v2,0,true,OK,,2026-06-08T20:56:51.258011048Z,1287,13297,6751,34,16,12,10715,3964,1287,13297,5692,3527.8852,35,52.8810,232.8975,405.9076,3970.0000,9.3151,3.8172,80.2205,484.6977,2841.1076,3426.9127,18963,0.4417,19.6005,20.0422
states_1287_iter_23_1776393351862.lts,v3c,0,true,OK,,2026-06-08T20:56:54.909238040Z,1287,13297,6751,34,16,12,10715,3964,1287,13297,5692,1209.0352,27,62.5259,312.4634,407.5076,3970.0000,3.7264,2.9910,6.9898,146.1227,921.9857,1082.8261,14323,0.3919,19.9661,20.3580
states_1287_iter_23_1776393351862.lts,v2,1,false,OK,,2026-06-08T20:56:56.241739916Z,1287,13297,6751,34,16,12,10715,3964,1287,13297,5692,3631.4614,35,63.6435,467.1650,456.7178,3970.0000,7.8095,4.1218,83.4944,503.6639,2918.6889,3525.8090,18982,0.4424,20.6160,21.0584
states_1287_iter_23_1776393351862.lts,v3c,1,false,OK,,2026-06-08T20:56:59.997871801Z,1287,13297,6751,34,16,12,10715,3964,1287,13297,5692,1213.9707,30,64.5787,259.1923,509.9745,3970.0000,5.8018,3.0796,7.1033,144.8723,937.7230,1099.5779,14323,0.3993,20.3164,20.7157
states_1287_iter_23_1776393351862.lts,v2,2,false,OK,,2026-06-08T20:57:01.338822981Z,1287,13297,6751,34,16,12,10715,3964,1287,13297,5692,3454.9567,42,67.5078,140.2709,259.9335,3970.0000,8.3041,3.2772,82.6380,476.3612,2776.9571,3354.9732,18945,0.5918,20.8171,21.4089
states_1287_iter_23_1776393351862.lts,v3c,2,false,OK,,2026-06-08T20:57:04.920725503Z,1287,13297,6751,34,16,12,10715,3964,1287,13297,5692,1198.7963,27,68.4728,195.9531,521.0499,3970.0000,3.2812,3.4453,8.5037,156.2840,928.1656,1100.8981,14323,0.4433,20.4138,20.8571
states_1287_iter_27_1776394333909.lts,v2,0,true,OK,,2026-06-08T20:57:27.483563955Z,1287,13297,6751,34,16,12,10715,3964,1287,13297,5692,3833.1154,34,62.9582,305.3081,474.9704,3970.0000,7.2031,3.1745,81.9438,547.7224,3088.3966,3736.3967,18510,0.4969,20.7541,21.2510
states_1287_iter_27_1776394333909.lts,v3c,0,true,OK,,2026-06-08T20:57:31.453322194Z,1287,13297,6751,34,16,12,10715,3964,1287,13297,5692,1215.1899,26,72.7469,180.4380,503.3244,3970.0000,2.7426,2.7739,6.5283,165.8897,920.2096,1099.0853,13683,0.3828,19.9166,20.2994
states_1287_iter_27_1776394333909.lts,v2,1,false,OK,,2026-06-08T20:57:32.801872342Z,1287,13297,6751,34,16,12,10715,3964,1287,13297,5692,3753.8833,38,73.7082,120.1640,268.2165,3970.0000,7.1768,3.0689,82.9552,533.2587,3020.8584,3655.4503,18505,0.4547,20.0683,20.5230
