Model,AlgoVersion,Run,Warmup,Status,ErrorMsg,Timestamp,InitialStates,InitialTransitions,InitialLocalTransitions,LocalAlphabetSize,LocalControllableSize,TauLabelsSize,AllLocalTransitions,CtrlLocalTransitions,FinalStatesBB,FinalTransitionsBB,FinalLocalTransitionsBB,TimeBB_ms,BB_GC_ms,MemBeforeBB_MB,MemAfterBB_MB,MemPeakBB_MB,FinalStatesWSOE,FinalTransitionsWSOE,FinalLocalTransitionsWSOE,TimeWSOE_ms,WSOE_GC_ms,MemBeforeWSOE_MB,MemAfterWSOE_MB,MemPeakWSOE_MB,EqualsWSOE,JVMHeapMax_MB,BB_SCC_ms,BB_Bvis_ms,BB_InitSplit_ms,BB_Phase1_ms,BB_Phase2_ms,BB_PartTotal_ms,BB_MainLoopIters,BB_BuildStates_ms,BB_BuildTrans_ms,BB_BuildTotal_ms
states_3_iter_11_1776464161067.lts,v0,0,true,OK,,2026-06-04T00:55:15.482841876Z,3,4,0,1,0,1,0,0,3,4,0,0.6333,0,650.6554,650.6554,650.6554,3,4,0,0.6433,0,650.6562,650.6562,650.6562,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2341,-1,0.0404,0.0162,0.0566
states_3_iter_11_1776464161067.lts,v0,1,false,OK,,2026-06-04T00:55:17.549056237Z,3,4,0,1,0,1,0,0,3,4,0,1.0139,0,650.6561,650.6561,650.6561,3,4,0,0.5785,0,650.6570,650.6570,650.6570,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.3482,-1,0.0654,0.0292,0.0945
states_3_iter_11_1776464161067.lts,v0,2,false,OK,,2026-06-04T00:55:19.623630186Z,3,4,0,1,0,1,0,0,3,4,0,0.6154,0,650.6571,650.6571,650.6571,3,4,0,0.5695,0,650.6578,650.6578,650.6578,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2013,-1,0.0399,0.0156,0.0555
states_3_iter_11_1776465962362.lts,v0,0,true,OK,,2026-06-04T00:55:21.697840812Z,3,4,0,1,0,1,0,0,3,4,0,0.6404,0,650.6584,650.6584,650.6584,3,4,0,0.5715,0,650.6591,650.6591,650.6591,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2138,-1,0.0426,0.0174,0.0600
states_3_iter_11_1776465962362.lts,v0,1,false,OK,,2026-06-04T00:55:23.776578107Z,3,4,0,1,0,1,0,0,3,4,0,0.5886,0,650.6590,650.6590,650.6590,3,4,0,0.5701,0,650.6599,650.6599,650.6599,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1987,-1,0.0408,0.0151,0.0559
states_3_iter_11_1776465962362.lts,v0,2,false,OK,,2026-06-04T00:55:25.847437745Z,3,4,0,1,0,1,0,0,3,4,0,0.6181,0,650.6600,650.6600,650.6600,3,4,0,0.5988,0,650.6608,650.6608,650.6608,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2085,-1,0.0397,0.0158,0.0555
states_3_iter_11_1776466177877.lts,v0,0,true,OK,,2026-06-04T00:55:27.927893639Z,3,4,0,1,0,1,0,0,3,4,0,0.6059,0,650.6613,650.6613,650.6613,3,4,0,0.6082,0,650.6620,650.6620,650.6620,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1994,-1,0.0402,0.0158,0.0560
states_3_iter_11_1776466177877.lts,v0,1,false,OK,,2026-06-04T00:55:30.008103716Z,3,4,0,1,0,1,0,0,3,4,0,0.6302,0,650.6620,650.6620,650.6620,3,4,0,0.5785,0,650.6628,650.6628,650.6628,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2174,-1,0.0431,0.0168,0.0600
states_3_iter_11_1776466177877.lts,v0,2,false,OK,,2026-06-04T00:55:32.081075655Z,3,4,0,1,0,1,0,0,3,4,0,0.8490,0,650.6629,650.6629,650.6629,3,4,0,0.5810,0,650.6637,650.6637,650.6637,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.3201,-1,0.0601,0.0232,0.0833
states_3_iter_13_1776396027248.lts,v0,0,true,OK,,2026-06-04T00:55:34.152764066Z,3,4,0,2,0,2,0,0,3,4,0,0.6586,0,650.6668,650.6668,650.6668,3,4,0,0.6178,0,650.6675,650.6675,650.6675,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2468,-1,0.0498,0.0170,0.0667
states_3_iter_13_1776396027248.lts,v0,1,false,OK,,2026-06-04T00:55:36.222542582Z,3,4,0,2,0,2,0,0,3,4,0,0.6329,0,650.6674,650.6674,650.6674,3,4,0,0.6183,0,650.6683,650.6683,650.6683,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2364,-1,0.0400,0.0158,0.0558
states_3_iter_13_1776396027248.lts,v0,2,false,OK,,2026-06-04T00:55:38.288683829Z,3,4,0,2,0,2,0,0,3,4,0,0.6805,0,650.6684,650.6684,650.6684,3,4,0,0.6247,0,650.6692,650.6692,650.6692,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2648,-1,0.0421,0.0170,0.0591
states_3_iter_13_1776396029674.lts,v0,0,true,OK,,2026-06-04T00:55:40.371111470Z,3,4,0,2,0,2,0,0,3,4,0,0.5978,0,650.6700,650.6700,650.6700,3,4,0,0.5961,0,650.6708,650.6708,650.6708,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2018,-1,0.0400,0.0155,0.0555
states_3_iter_13_1776396029674.lts,v0,1,false,OK,,2026-06-04T00:55:42.448816919Z,3,4,0,2,0,2,0,0,3,4,0,0.5889,0,650.6707,650.6707,650.6707,3,4,0,0.6058,0,650.6716,650.6716,650.6716,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1960,-1,0.0386,0.0129,0.0515
states_3_iter_13_1776396029674.lts,v0,2,false,OK,,2026-06-04T00:55:44.509776230Z,3,4,0,2,0,2,0,0,3,4,0,0.6233,0,650.6716,650.6716,650.6716,3,4,0,0.5940,0,650.6724,650.6724,650.6724,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2329,-1,0.0362,0.0118,0.0480
states_3_iter_13_1776396035777.lts,v0,0,true,OK,,2026-06-04T00:55:46.581727514Z,3,4,0,2,0,2,0,0,3,4,0,0.6474,0,650.6733,650.6733,650.6733,3,4,0,2.0829,0,650.6741,650.6741,650.6741,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2201,-1,0.0417,0.0164,0.0580
states_3_iter_13_1776396035777.lts,v0,1,false,OK,,2026-06-04T00:55:48.661177923Z,3,4,0,2,0,2,0,0,3,4,0,0.6216,0,650.6740,650.6740,650.6740,3,4,0,0.5921,0,650.6748,650.6748,650.6748,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2238,-1,0.0412,0.0160,0.0572
states_3_iter_13_1776396035777.lts,v0,2,false,OK,,2026-06-04T00:55:50.805215480Z,3,4,0,2,0,2,0,0,3,4,0,0.6049,0,650.6749,650.6749,650.6749,3,4,0,0.5843,0,650.6757,650.6757,650.6757,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2082,-1,0.0409,0.0162,0.0571
states_3_iter_13_1776396052955.lts,v0,0,true,OK,,2026-06-04T00:55:52.886177562Z,3,4,0,2,0,2,0,0,3,4,0,0.6530,0,650.6766,650.6766,650.6766,3,4,0,0.6011,0,650.6773,650.6773,650.6773,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2349,-1,0.0429,0.0158,0.0586
states_3_iter_13_1776396052955.lts,v0,1,false,OK,,2026-06-04T00:55:55.041275845Z,3,4,0,2,0,2,0,0,3,4,0,0.6218,0,650.6773,650.6773,650.6773,3,4,0,0.5938,0,650.6781,650.6781,650.6781,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2092,-1,0.0409,0.0156,0.0566
states_3_iter_13_1776396052955.lts,v0,2,false,OK,,2026-06-04T00:55:57.109068593Z,3,4,0,2,0,2,0,0,3,4,0,0.6180,0,650.6782,650.6782,650.6782,3,4,0,0.6020,0,650.6790,650.6790,650.6790,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2239,-1,0.0403,0.0151,0.0553
states_3_iter_13_1776396151875.lts,v0,0,true,OK,,2026-06-04T00:55:59.183961588Z,3,4,0,2,0,2,0,0,3,4,0,0.6468,0,650.6799,650.6799,650.6799,3,4,0,0.6225,0,650.6806,650.6806,650.6806,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2321,-1,0.0420,0.0163,0.0583
states_3_iter_13_1776396151875.lts,v0,1,false,OK,,2026-06-04T00:56:01.270172249Z,3,4,0,2,0,2,0,0,3,4,0,0.6039,0,650.6805,650.6805,650.6805,3,4,0,0.5897,0,650.6814,650.6814,650.6814,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2075,-1,0.0403,0.0160,0.0563
states_3_iter_13_1776396151875.lts,v0,2,false,OK,,2026-06-04T00:56:03.343285147Z,3,4,0,2,0,2,0,0,3,4,0,0.6029,0,650.6815,650.6815,650.6815,3,4,0,0.5981,0,650.6823,650.6823,650.6823,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2095,-1,0.0399,0.0157,0.0555
states_3_iter_13_1776462359200.lts,v0,0,true,OK,,2026-06-04T00:56:05.425403985Z,3,4,0,1,0,1,0,0,3,4,0,0.6082,0,650.6757,650.6757,650.6757,3,4,0,0.5788,0,650.6760,650.6760,650.6760,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2079,-1,0.0407,0.0156,0.0563
states_3_iter_13_1776462359200.lts,v0,1,false,OK,,2026-06-04T00:56:07.502089990Z,3,4,0,1,0,1,0,0,3,4,0,0.6080,0,650.6760,650.6760,650.6760,3,4,0,0.5658,0,650.6768,650.6768,650.6768,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2043,-1,0.0554,0.0179,0.0732
states_3_iter_13_1776462359200.lts,v0,2,false,OK,,2026-06-04T00:56:09.571490276Z,3,4,0,1,0,1,0,0,3,4,0,0.6419,0,650.6769,650.6769,650.6769,3,4,0,0.6032,0,650.6777,650.6777,650.6777,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2168,-1,0.0429,0.0175,0.0604
states_3_iter_13_1776464161099.lts,v0,0,true,OK,,2026-06-04T00:56:11.653821662Z,3,4,0,1,0,1,0,0,3,4,0,0.5999,0,650.6783,650.6783,650.6783,3,4,0,0.5605,0,650.6791,650.6791,650.6791,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2069,-1,0.0412,0.0162,0.0573
states_3_iter_13_1776464161099.lts,v0,1,false,OK,,2026-06-04T00:56:13.730512079Z,3,4,0,1,0,1,0,0,3,4,0,0.6209,0,650.6790,650.6790,650.6790,3,4,0,0.5818,0,650.6799,650.6799,650.6799,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2190,-1,0.0550,0.0171,0.0720
states_3_iter_13_1776464161099.lts,v0,2,false,OK,,2026-06-04T00:56:15.800839964Z,3,4,0,1,0,1,0,0,3,4,0,0.6141,0,650.6800,650.6800,650.6800,3,4,0,0.5817,0,650.6807,650.6807,650.6807,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2218,-1,0.0411,0.0170,0.0581
states_3_iter_13_1776465962393.lts,v0,0,true,OK,,2026-06-04T00:56:17.874269820Z,3,4,0,1,0,1,0,0,3,4,0,0.6265,0,650.6813,650.6813,650.6813,3,4,0,0.6016,0,650.6820,650.6820,650.6820,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2222,-1,0.0543,0.0177,0.0720
states_3_iter_13_1776465962393.lts,v0,1,false,OK,,2026-06-04T00:56:19.949906712Z,3,4,0,1,0,1,0,0,3,4,0,0.6504,0,650.6819,650.6819,650.6819,3,4,0,0.5874,0,650.6828,650.6828,650.6828,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2201,-1,0.0431,0.0174,0.0605
states_3_iter_13_1776465962393.lts,v0,2,false,OK,,2026-06-04T00:56:22.021082774Z,3,4,0,1,0,1,0,0,3,4,0,0.6354,0,650.6829,650.6829,650.6829,3,4,0,0.6037,0,650.6837,650.6837,650.6837,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2166,-1,0.0416,0.0171,0.0588
states_3_iter_13_1776466177909.lts,v0,0,true,OK,,2026-06-04T00:56:24.095338815Z,3,4,0,1,0,1,0,0,3,4,0,0.7030,0,650.6842,650.6842,650.6842,3,4,0,0.6146,0,650.6849,650.6849,650.6849,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2138,-1,0.0394,0.0148,0.0542
states_3_iter_13_1776466177909.lts,v0,1,false,OK,,2026-06-04T00:56:26.160375403Z,3,4,0,1,0,1,0,0,3,4,0,0.6266,0,650.6849,650.6849,650.6849,3,4,0,0.5662,0,650.6857,650.6857,650.6857,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2277,-1,0.0422,0.0169,0.0590
states_3_iter_13_1776466177909.lts,v0,2,false,OK,,2026-06-04T00:56:28.231077004Z,3,4,0,1,0,1,0,0,3,4,0,0.6319,0,650.6858,650.6858,650.6858,3,4,0,0.5540,0,650.6866,650.6866,650.6866,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2175,-1,0.0428,0.0172,0.0600
states_3_iter_15_1776396029719.lts,v0,0,true,OK,,2026-06-04T00:56:30.308782881Z,3,4,0,2,0,2,0,0,3,4,0,0.6404,0,650.6904,650.6904,650.6904,3,4,0,0.5835,0,650.6912,650.6912,650.6912,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2225,-1,0.0431,0.0167,0.0598
states_3_iter_15_1776396029719.lts,v0,1,false,OK,,2026-06-04T00:56:32.380238746Z,3,4,0,2,0,2,0,0,3,4,0,0.6082,0,650.6911,650.6911,650.6911,3,4,0,0.5705,0,650.6919,650.6919,650.6919,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2103,-1,0.0420,0.0273,0.0693
states_3_iter_15_1776396029719.lts,v0,2,false,OK,,2026-06-04T00:56:34.442620255Z,3,4,0,2,0,2,0,0,3,4,0,0.6134,0,650.6920,650.6920,650.6920,3,4,0,0.5866,0,650.6928,650.6928,650.6928,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2247,-1,0.0408,0.0165,0.0573
states_3_iter_15_1776396035823.lts,v0,0,true,OK,,2026-06-04T00:56:36.514710989Z,3,4,0,2,0,2,0,0,3,4,0,0.5937,0,650.6935,650.6935,650.6935,3,4,0,0.5690,0,650.6944,650.6944,650.6944,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2089,-1,0.0411,0.0149,0.0560
states_3_iter_15_1776396035823.lts,v0,1,false,OK,,2026-06-04T00:56:38.586440289Z,3,4,0,2,0,2,0,0,3,4,0,0.5927,0,650.6943,650.6943,650.6943,3,4,0,0.6094,0,650.6951,650.6951,650.6951,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2079,-1,0.0412,0.0150,0.0562
states_3_iter_15_1776396035823.lts,v0,2,false,OK,,2026-06-04T00:56:40.655409851Z,3,4,0,2,0,2,0,0,3,4,0,0.6253,0,650.6952,650.6952,650.6952,3,4,0,0.5758,0,650.6960,650.6960,650.6960,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2252,-1,0.0412,0.0163,0.0575
states_3_iter_15_1776396053001.lts,v0,0,true,OK,,2026-06-04T00:56:42.737087542Z,3,4,0,2,0,2,0,0,3,4,0,0.6075,0,650.6968,650.6968,650.6968,3,4,0,0.5861,0,650.6977,650.6977,650.6977,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2124,-1,0.0399,0.0152,0.0551
states_3_iter_15_1776396053001.lts,v0,1,false,OK,,2026-06-04T00:56:44.805891430Z,3,4,0,2,0,2,0,0,3,4,0,0.6266,0,650.6976,650.6976,650.6976,3,4,0,0.5686,0,650.6984,650.6984,650.6984,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2230,-1,0.0414,0.0165,0.0579
states_3_iter_15_1776396053001.lts,v0,2,false,OK,,2026-06-04T00:56:46.879432562Z,3,4,0,2,0,2,0,0,3,4,0,0.6091,0,650.6985,650.6985,650.6985,3,4,0,0.5806,0,650.6994,650.6994,650.6994,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2089,-1,0.0550,0.0158,0.0708
states_3_iter_15_1776396151922.lts,v0,0,true,OK,,2026-06-04T00:56:48.945439525Z,3,4,0,2,0,2,0,0,3,4,0,0.6647,0,650.7003,650.7003,650.7003,3,4,0,0.5992,0,650.7010,650.7010,650.7010,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2894,-1,0.0400,0.0155,0.0555
states_3_iter_15_1776396151922.lts,v0,1,false,OK,,2026-06-04T00:56:51.021730275Z,3,4,0,2,0,2,0,0,3,4,0,0.6237,0,650.7009,650.7009,650.7009,3,4,0,0.6115,0,650.7018,650.7018,650.7018,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2197,-1,0.0428,0.0164,0.0591
states_3_iter_15_1776396151922.lts,v0,2,false,OK,,2026-06-04T00:56:53.098028308Z,3,4,0,2,0,2,0,0,3,4,0,0.6216,0,650.7019,650.7019,650.7019,3,4,0,0.6131,0,650.7027,650.7027,650.7027,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2211,-1,0.0416,0.0165,0.0582
states_3_iter_15_1776464161132.lts,v0,0,true,OK,,2026-06-04T00:56:55.178501783Z,3,4,0,1,0,1,0,0,3,4,0,0.6202,0,650.6963,650.6963,650.6963,3,4,0,0.5535,0,650.6968,650.6968,650.6968,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2132,-1,0.0400,0.0155,0.0555
states_3_iter_15_1776464161132.lts,v0,1,false,OK,,2026-06-04T00:56:57.248702569Z,3,4,0,1,0,1,0,0,3,4,0,0.6046,0,650.6968,650.6968,650.6968,3,4,0,0.5083,0,650.6976,650.6976,650.6976,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2080,-1,0.0559,0.0157,0.0717
states_3_iter_15_1776464161132.lts,v0,2,false,OK,,2026-06-04T00:56:59.313696595Z,3,4,0,1,0,1,0,0,3,4,0,0.6327,0,650.6977,650.6977,650.6977,3,4,0,0.5793,0,650.6985,650.6985,650.6985,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2321,-1,0.0426,0.0173,0.0600
states_3_iter_15_1776465962425.lts,v0,0,true,OK,,2026-06-04T00:57:01.386153877Z,3,4,0,1,0,1,0,0,3,4,0,0.5864,0,650.6990,650.6990,650.6990,3,4,0,0.5760,0,650.6997,650.6997,650.6997,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2048,-1,0.0408,0.0157,0.0565
states_3_iter_15_1776465962425.lts,v0,1,false,OK,,2026-06-04T00:57:03.482582487Z,3,4,0,1,0,1,0,0,3,4,0,0.6195,0,650.6997,650.6997,650.6997,3,4,0,0.5602,0,650.7005,650.7005,650.7005,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2121,-1,0.0413,0.0164,0.0577
states_3_iter_15_1776465962425.lts,v0,2,false,OK,,2026-06-04T00:57:05.574025782Z,3,4,0,1,0,1,0,0,3,4,0,0.6036,0,650.7006,650.7006,650.7006,3,4,0,0.5759,0,650.7014,650.7014,650.7014,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2218,-1,0.0404,0.0162,0.0566
states_3_iter_15_1776466177941.lts,v0,0,true,OK,,2026-06-04T00:57:07.655997580Z,3,4,0,1,0,1,0,0,3,4,0,0.6221,0,650.7019,650.7019,650.7019,3,4,0,0.5338,0,650.7027,650.7027,650.7027,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2115,-1,0.0434,0.0169,0.0604
states_3_iter_15_1776466177941.lts,v0,1,false,OK,,2026-06-04T00:57:09.810782726Z,3,4,0,1,0,1,0,0,3,4,0,0.5993,0,650.7026,650.7026,650.7026,3,4,0,0.5742,0,650.7035,650.7035,650.7035,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2089,-1,0.0411,0.0153,0.0564
states_3_iter_15_1776466177941.lts,v0,2,false,OK,,2026-06-04T00:57:11.871286170Z,3,4,0,1,0,1,0,0,3,4,0,0.6167,0,650.7036,650.7036,650.7036,3,4,0,0.5821,0,650.7043,650.7043,650.7043,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2187,-1,0.0428,0.0166,0.0594
states_3_iter_17_1776396035870.lts,v0,0,true,OK,,2026-06-04T00:57:13.950913407Z,3,4,0,2,0,2,0,0,3,4,0,2.1813,0,650.7089,650.7089,650.7089,3,4,0,0.5794,0,650.7097,650.7097,650.7097,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.7517,-1,0.1342,0.0544,0.1886
states_3_iter_17_1776396035870.lts,v0,1,false,OK,,2026-06-04T00:57:16.111403386Z,3,4,0,2,0,2,0,0,3,4,0,0.6427,0,650.7096,650.7096,650.7096,3,4,0,0.5682,0,650.7104,650.7104,650.7104,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2203,-1,0.0431,0.0164,0.0595
states_3_iter_17_1776396035870.lts,v0,2,false,OK,,2026-06-04T00:57:18.177623543Z,3,4,0,2,0,2,0,0,3,4,0,0.7314,0,650.7105,650.7105,650.7105,3,4,0,0.5795,0,650.7113,650.7113,650.7113,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.3338,-1,0.0428,0.0186,0.0614
states_3_iter_17_1776396053050.lts,v0,0,true,OK,,2026-06-04T00:57:20.252987499Z,3,4,0,2,0,2,0,0,3,4,0,0.6384,0,650.7122,650.7122,650.7122,3,4,0,0.8209,0,650.7130,650.7130,650.7130,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2248,-1,0.0430,0.0169,0.0599
states_3_iter_17_1776396053050.lts,v0,1,false,OK,,2026-06-04T00:57:22.318376251Z,3,4,0,2,0,2,0,0,3,4,0,0.6102,0,650.7129,650.7129,650.7129,3,4,0,1.8590,0,650.7137,650.7137,650.7137,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2081,-1,0.0557,0.0165,0.0722
states_3_iter_17_1776396053050.lts,v0,2,false,OK,,2026-06-04T00:57:24.386162203Z,3,4,0,2,0,2,0,0,3,4,0,0.6334,0,650.7138,650.7138,650.7138,3,4,0,0.7837,0,650.7145,650.7145,650.7145,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2503,-1,0.0406,0.0163,0.0569
states_3_iter_17_1776396151970.lts,v0,0,true,OK,,2026-06-04T00:57:26.547582453Z,3,4,0,2,0,2,0,0,3,4,0,0.8504,0,650.7155,650.7155,650.7155,3,4,0,0.5779,0,650.7162,650.7162,650.7162,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2818,-1,0.0512,0.0190,0.0702
states_3_iter_17_1776396151970.lts,v0,1,false,OK,,2026-06-04T00:57:28.610691718Z,3,4,0,2,0,2,0,0,3,4,0,0.6055,0,650.7162,650.7162,650.7162,3,4,0,0.6139,0,650.7170,650.7170,650.7170,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2101,-1,0.0406,0.0158,0.0564
states_3_iter_17_1776396151970.lts,v0,2,false,OK,,2026-06-04T00:57:30.674215545Z,3,4,0,2,0,2,0,0,3,4,0,0.6077,0,650.7171,650.7171,650.7171,3,4,0,1.0099,0,650.7179,650.7179,650.7179,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2228,-1,0.0408,0.0159,0.0567
states_3_iter_17_1776465962457.lts,v0,0,true,OK,,2026-06-04T00:57:32.750757558Z,3,4,0,1,0,1,0,0,3,4,0,0.6424,0,650.7119,650.7119,650.7119,3,4,0,0.5658,0,650.7124,650.7124,650.7124,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2360,-1,0.0425,0.0168,0.0593
states_3_iter_17_1776465962457.lts,v0,1,false,OK,,2026-06-04T00:57:34.824024814Z,3,4,0,1,0,1,0,0,3,4,0,0.6170,0,650.7124,650.7124,650.7124,3,4,0,0.5639,0,650.7132,650.7132,650.7132,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2204,-1,0.0418,0.0173,0.0590
states_3_iter_17_1776465962457.lts,v0,2,false,OK,,2026-06-04T00:57:36.894982439Z,3,4,0,1,0,1,0,0,3,4,0,0.6005,0,650.7133,650.7133,650.7133,3,4,0,0.6024,0,650.7141,650.7141,650.7141,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2104,-1,0.0407,0.0162,0.0569
states_3_iter_17_1776466177973.lts,v0,0,true,OK,,2026-06-04T00:57:38.968440358Z,3,4,0,1,0,1,0,0,3,4,0,0.5882,0,650.7146,650.7146,650.7146,3,4,0,0.5919,0,650.7153,650.7153,650.7153,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2096,-1,0.0405,0.0154,0.0559
states_3_iter_17_1776466177973.lts,v0,1,false,OK,,2026-06-04T00:57:41.046675846Z,3,4,0,1,0,1,0,0,3,4,0,0.6267,0,650.7152,650.7152,650.7152,3,4,0,0.5537,0,650.7161,650.7161,650.7161,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2143,-1,0.0433,0.0167,0.0599
states_3_iter_17_1776466177973.lts,v0,2,false,OK,,2026-06-04T00:57:43.120612113Z,3,4,0,1,0,1,0,0,3,4,0,0.5877,0,650.7162,650.7162,650.7162,3,4,0,0.5996,0,650.7170,650.7170,650.7170,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2091,-1,0.0399,0.0157,0.0555
states_3_iter_19_1776396053096.lts,v0,0,true,OK,,2026-06-04T00:57:45.188857853Z,3,4,0,2,0,2,0,0,3,4,0,0.5930,0,650.7224,650.7224,650.7224,3,4,0,0.5748,0,650.7231,650.7231,650.7231,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2058,-1,0.0411,0.0159,0.0570
states_3_iter_19_1776396053096.lts,v0,1,false,OK,,2026-06-04T00:57:47.266679083Z,3,4,0,2,0,2,0,0,3,4,0,0.5666,0,650.7231,650.7231,650.7231,3,4,0,0.6207,0,650.7238,650.7238,650.7238,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1906,-1,0.0371,0.0128,0.0498
