Model,AlgoVersion,Run,Warmup,Status,ErrorMsg,Timestamp,InitialStates,InitialTransitions,InitialLocalTransitions,LocalAlphabetSize,LocalControllableSize,TauLabelsSize,AllLocalTransitions,CtrlLocalTransitions,FinalStatesBB,FinalTransitionsBB,FinalLocalTransitionsBB,TimeBB_ms,BB_GC_ms,MemBeforeBB_MB,MemAfterBB_MB,MemPeakBB_MB,FinalStatesWSOE,FinalTransitionsWSOE,FinalLocalTransitionsWSOE,TimeWSOE_ms,WSOE_GC_ms,MemBeforeWSOE_MB,MemAfterWSOE_MB,MemPeakWSOE_MB,EqualsWSOE,JVMHeapMax_MB,BB_SCC_ms,BB_Bvis_ms,BB_InitSplit_ms,BB_Phase1_ms,BB_Phase2_ms,BB_PartTotal_ms,BB_MainLoopIters,BB_BuildStates_ms,BB_BuildTrans_ms,BB_BuildTotal_ms
states_1025_iter_22_1776393521341.lts,v0,0,true,OK,,2026-06-03T22:27:45.992212758Z,1025,7945,3855,23,8,15,5355,1500,432,3960,1816,1041.2883,22,33.5225,63.8338,107.5807,775,6370,3030,1819.4320,17,39.4257,122.8821,129.4257,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,965.4348,-1,1.2689,11.0152,12.2841
states_1025_iter_22_1776393521341.lts,v0,1,false,OK,,2026-06-03T22:27:49.069645494Z,1025,7945,3855,23,8,15,5355,1500,432,3960,1816,995.2588,17,40.1384,182.8935,138.8935,775,6370,3030,1247.6332,14,40.7234,121.4901,118.7234,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,927.5548,-1,0.6216,13.7793,14.4009
states_1025_iter_22_1776393521341.lts,v0,2,false,OK,,2026-06-03T22:27:51.526791592Z,1025,7945,3855,23,8,15,5355,1500,432,3960,1816,1015.9272,17,41.3081,245.7554,237.7554,775,6370,3030,1232.8826,19,42.1442,66.2056,121.4634,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,942.1710,-1,0.7220,11.6796,12.4016
states_111_iter_18_1776392676327.lts,v0,0,true,OK,,2026-06-03T22:27:54.093200216Z,111,761,393,24,12,12,649,256,60,491,229,20.0750,0,24.1676,36.1676,24.1676,75,567,289,70.2311,0,24.7754,44.7754,24.7754,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,15.3790,-1,0.0950,1.0579,1.1529
states_111_iter_18_1776392676327.lts,v0,1,false,OK,,2026-06-03T22:27:54.393977634Z,111,761,393,24,12,12,649,256,60,491,229,40.4280,0,24.8153,36.8153,24.8153,75,567,289,58.1735,0,24.8568,46.8568,24.8568,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,30.8720,-1,0.1442,1.4800,1.6242
states_111_iter_18_1776392676327.lts,v0,2,false,OK,,2026-06-03T22:27:54.696102936Z,111,761,393,24,12,12,649,256,60,491,229,29.8457,0,24.8971,36.8971,24.8971,75,567,289,57.9077,0,24.9386,46.9386,24.9386,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,23.2197,-1,0.1677,1.7342,1.9019
states_111_iter_18_1776393281626.lts,v0,0,true,OK,,2026-06-03T22:27:55.093099668Z,111,761,393,24,12,12,649,256,60,491,229,21.7809,0,24.5380,36.5380,24.5380,75,567,289,58.3179,0,25.1025,45.1025,25.1025,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,15.5669,-1,0.0983,1.0769,1.1752
states_111_iter_18_1776393281626.lts,v0,1,false,OK,,2026-06-03T22:27:55.359239640Z,111,761,393,24,12,12,649,256,60,491,229,23.7000,0,25.1424,37.1424,25.1424,75,567,289,58.1152,0,25.1839,47.1839,25.1839,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,18.4457,-1,0.1200,1.3897,1.5097
states_111_iter_18_1776393281626.lts,v0,2,false,OK,,2026-06-03T22:27:55.642996696Z,111,761,393,24,12,12,649,256,60,491,229,17.8797,0,25.2245,37.2245,25.2245,75,567,289,55.6932,0,25.2659,47.2659,25.2659,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,13.3752,-1,0.1098,1.0493,1.1591
states_115_iter_16_1776392402545.lts,v0,0,true,OK,,2026-06-03T22:27:56.015602227Z,115,777,403,24,12,12,655,252,63,501,237,16.4391,0,24.8645,34.8645,24.8645,75,567,289,43.7504,0,25.5004,41.5004,25.5004,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,11.7238,-1,0.1113,1.0374,1.1487
states_115_iter_16_1776392402545.lts,v0,1,false,OK,,2026-06-03T22:27:56.273894757Z,115,777,403,24,12,12,655,252,63,501,237,16.0645,0,25.5425,35.5425,25.5425,75,567,289,43.8846,0,25.5848,41.5848,25.5848,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,11.6235,-1,0.1000,1.0398,1.1398
states_115_iter_16_1776392402545.lts,v0,2,false,OK,,2026-06-03T22:27:56.532960528Z,115,777,403,24,12,12,655,252,63,501,237,16.1808,0,25.6263,35.6263,25.6263,75,567,289,43.6833,0,25.6685,41.6685,25.6685,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,11.6268,-1,0.1027,1.0444,1.1471
states_115_iter_16_1776392669902.lts,v0,0,true,OK,,2026-06-03T22:27:56.884305086Z,115,777,403,24,12,12,655,252,63,501,237,16.8435,0,25.1982,35.1982,25.1982,75,567,289,52.9807,0,25.8058,41.8058,25.8058,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,11.8396,-1,0.0965,1.6374,1.7339
states_115_iter_16_1776392669902.lts,v0,1,false,OK,,2026-06-03T22:27:57.161686948Z,115,777,403,24,12,12,655,252,63,501,237,15.6748,0,25.8466,35.8466,25.8466,75,567,289,43.6050,0,25.8890,41.8890,25.8890,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,11.1928,-1,0.0988,1.0933,1.1920
states_115_iter_16_1776392669902.lts,v0,2,false,OK,,2026-06-03T22:27:57.423203773Z,115,777,403,24,12,12,655,252,63,501,237,15.6988,0,25.9302,35.9302,25.9302,75,567,289,43.6063,0,25.9725,43.9725,25.9725,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,11.1469,-1,0.1578,0.9982,1.1560
states_115_iter_16_1776393275334.lts,v0,0,true,OK,,2026-06-03T22:27:57.776145437Z,115,777,403,24,12,12,655,252,63,501,237,15.3522,0,25.5311,35.5311,25.5311,75,567,289,43.2411,0,26.1081,42.1081,26.1081,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,11.0946,-1,0.0833,0.9225,1.0058
states_115_iter_16_1776393275334.lts,v0,1,false,OK,,2026-06-03T22:27:58.042546881Z,115,777,403,24,12,12,655,252,63,501,237,27.4170,0,26.1492,36.1492,26.1492,75,567,289,61.1553,0,26.1915,42.1915,26.1915,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,20.8955,-1,0.1282,1.7089,1.8370
states_115_iter_16_1776393275334.lts,v0,2,false,OK,,2026-06-03T22:27:58.365437755Z,115,777,403,24,12,12,655,252,63,501,237,15.4349,0,26.2331,36.2331,26.2331,75,567,289,41.3449,0,26.2754,42.2754,26.2754,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,11.1898,-1,0.0844,0.9123,0.9967
states_125_iter_12_1776392401306.lts,v0,0,true,OK,,2026-06-03T22:27:58.685152351Z,125,525,225,9,0,9,225,0,64,336,144,15.4067,0,25.4881,31.4881,25.4881,125,525,225,31.4572,0,25.9131,37.9131,25.9131,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,10.9319,-1,0.1304,0.7778,0.9082
states_125_iter_12_1776392401306.lts,v0,1,false,OK,,2026-06-03T22:27:58.923574474Z,125,525,225,9,0,9,225,0,64,336,144,9.7750,0,25.9407,31.9407,25.9407,125,525,225,30.9072,0,25.9696,37.9696,25.9696,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,6.6816,-1,0.0862,0.6126,0.6987
states_125_iter_12_1776392401306.lts,v0,2,false,OK,,2026-06-03T22:27:59.170195484Z,125,525,225,9,0,9,225,0,64,336,144,9.6978,0,25.9973,31.9973,25.9973,125,525,225,31.0108,0,26.0261,38.0261,26.0261,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,6.6593,-1,0.0837,0.6203,0.7040
states_125_iter_12_1776392668675.lts,v0,0,true,OK,,2026-06-03T22:27:59.470705837Z,125,525,225,9,0,9,225,0,64,336,144,9.8526,0,27.1700,33.1700,27.1700,125,525,225,50.8576,0,27.5945,39.5945,27.5945,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,6.6427,-1,0.1097,0.6216,0.7312
states_125_iter_12_1776392668675.lts,v0,1,false,OK,,2026-06-03T22:27:59.744314151Z,125,525,225,9,0,9,225,0,64,336,144,21.6548,0,27.6222,33.6222,27.6222,125,525,225,28.1231,0,27.6511,39.6511,27.6511,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,15.6773,-1,0.1698,1.4478,1.6176
states_125_iter_12_1776392668675.lts,v0,2,false,OK,,2026-06-03T22:28:00.022959679Z,125,525,225,9,0,9,225,0,64,336,144,11.4118,0,27.6791,33.6791,27.6791,125,525,225,27.9233,0,27.7079,39.7079,27.7079,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,7.9932,-1,0.1115,0.7466,0.8581
states_125_iter_12_1776393274110.lts,v0,0,true,OK,,2026-06-03T22:28:00.342117980Z,125,525,225,9,0,9,225,0,64,336,144,9.7802,0,27.3951,33.3951,27.3951,125,525,225,26.9194,0,27.8196,39.8196,27.8196,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,6.5998,-1,0.0824,0.6196,0.7020
states_125_iter_12_1776393274110.lts,v0,1,false,OK,,2026-06-03T22:28:00.590699522Z,125,525,225,9,0,9,225,0,64,336,144,9.6759,0,27.8474,33.8474,27.8474,125,525,225,26.9709,0,27.8762,39.8762,27.8762,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,6.5931,-1,0.0842,0.6118,0.6960
states_125_iter_12_1776393274110.lts,v0,2,false,OK,,2026-06-03T22:28:00.841357082Z,125,525,225,9,0,9,225,0,64,336,144,9.5893,0,27.9042,33.9042,27.9042,125,525,225,27.0013,0,27.9330,39.9330,27.9330,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,6.5319,-1,0.0833,0.6071,0.6904
states_125_iter_14_1776392674963.lts,v0,0,true,OK,,2026-06-03T22:28:01.140112955Z,125,525,225,9,0,9,225,0,64,336,144,10.6490,0,27.6531,33.6531,27.6531,125,525,225,18.8002,0,28.1200,36.1200,28.1200,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,7.5840,-1,0.0834,0.6090,0.6924
states_125_iter_14_1776392674963.lts,v0,1,false,OK,,2026-06-03T22:28:01.384176394Z,125,525,225,9,0,9,225,0,64,336,144,10.6493,0,28.1474,34.1474,28.1474,125,525,225,22.8757,0,28.1763,36.1763,28.1763,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,7.4987,-1,0.0858,0.6085,0.6943
states_125_iter_14_1776392674963.lts,v0,2,false,OK,,2026-06-03T22:28:01.630948637Z,125,525,225,9,0,9,225,0,64,336,144,11.0853,0,28.2040,34.2040,28.2040,125,525,225,31.7354,0,28.2328,36.2328,28.2328,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,8.0479,-1,0.1019,0.6686,0.7704
states_125_iter_14_1776393280249.lts,v0,0,true,OK,,2026-06-03T22:28:01.944137552Z,125,525,225,9,0,9,225,0,64,336,144,10.1205,0,27.8783,33.8783,27.8783,125,525,225,35.2596,0,28.3027,36.3027,28.3027,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,7.2070,-1,0.0756,0.5772,0.6528
states_125_iter_14_1776393280249.lts,v0,1,false,OK,,2026-06-03T22:28:02.204297522Z,125,525,225,9,0,9,225,0,64,336,144,14.3385,0,28.3300,34.3300,28.3300,125,525,225,49.1205,0,28.3943,36.3943,28.3943,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,10.6303,-1,0.1086,0.9113,1.0199
states_125_iter_14_1776393280249.lts,v0,2,false,OK,,2026-06-03T22:28:02.508151311Z,125,525,225,9,0,9,225,0,64,336,144,13.3629,0,28.3868,34.3868,28.3868,125,525,225,17.8595,0,28.4156,36.4156,28.4156,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,9.8124,-1,0.1020,0.8412,0.9432
states_125_iter_16_1776393326855.lts,v0,0,true,OK,,2026-06-03T22:28:02.827791828Z,125,525,225,9,0,9,225,0,64,336,144,9.9702,0,28.1412,34.1412,28.1412,125,525,225,26.3790,0,28.5656,38.5656,28.5656,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,6.9534,-1,0.0844,0.6082,0.6926
states_125_iter_16_1776393326855.lts,v0,1,false,OK,,2026-06-03T22:28:03.085175431Z,125,525,225,9,0,9,225,0,64,336,144,16.2563,0,28.5931,34.5931,28.5931,125,525,225,26.7469,0,28.6220,38.6220,28.6220,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,11.7106,-1,0.1237,1.0350,1.1586
states_125_iter_16_1776393326855.lts,v0,2,false,OK,,2026-06-03T22:28:03.359743455Z,125,525,225,9,0,9,225,0,64,336,144,10.9465,0,28.6500,34.6500,28.6500,125,525,225,37.1656,0,28.6789,38.6789,28.6789,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,7.8776,-1,0.0786,0.6937,0.7722
states_125_iter_18_1776393509366.lts,v0,0,true,OK,,2026-06-03T22:28:03.681590870Z,125,525,225,9,0,9,225,0,64,336,144,15.8915,0,28.4966,34.4966,28.4966,125,525,225,39.6560,0,28.9210,40.9210,28.9210,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,11.4659,-1,0.1045,0.8964,1.0008
states_125_iter_18_1776393509366.lts,v0,1,false,OK,,2026-06-03T22:28:03.965648623Z,125,525,225,9,0,9,225,0,64,336,144,9.5736,0,28.9484,34.9484,28.9484,125,525,225,26.9363,0,28.9773,40.9773,28.9773,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,6.7349,-1,0.0810,0.6010,0.6820
states_125_iter_18_1776393509366.lts,v0,2,false,OK,,2026-06-03T22:28:04.225455848Z,125,525,225,9,0,9,225,0,64,336,144,9.5548,0,29.0051,35.0051,29.0051,125,525,225,27.6707,0,29.0339,41.0339,29.0339,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,6.7314,-1,0.0847,0.5985,0.6832
states_125_iter_20_1776394224313.lts,v0,0,true,OK,,2026-06-03T22:28:04.607819095Z,125,525,225,9,0,9,225,0,64,336,144,14.9222,0,28.7697,34.7697,28.7697,125,525,225,41.0500,0,29.1941,41.1941,29.1941,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,11.2633,-1,0.1031,0.9551,1.0582
states_125_iter_20_1776394224313.lts,v0,1,false,OK,,2026-06-03T22:28:04.909564609Z,125,525,225,9,0,9,225,0,64,336,144,10.6646,0,29.2216,35.2216,29.2216,125,525,225,27.6659,0,29.2505,41.2505,29.2505,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,7.7097,-1,0.1158,0.6074,0.7232
states_125_iter_20_1776394224313.lts,v0,2,false,OK,,2026-06-03T22:28:05.177124713Z,125,525,225,9,0,9,225,0,64,336,144,23.8699,0,29.2782,35.2782,29.2782,125,525,225,41.6649,0,29.3070,41.3070,29.3070,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,18.2419,-1,0.1532,1.4479,1.6011
states_1287_iter_23_1776393351862.lts,v0,0,true,OK,,2026-06-03T22:28:22.685511567Z,1287,13297,6751,34,16,18,10715,3964,486,6021,2781,2594.3991,36,52.9355,109.3775,174.2281,975,10521,5257,3098.6666,22,62.6404,163.9897,196.6404,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,2496.7999,-1,0.6645,18.3373,19.0019
states_1287_iter_23_1776393351862.lts,v0,1,false,OK,,2026-06-03T22:28:28.625422925Z,1287,13297,6751,34,16,18,10715,3964,486,6021,2781,2717.6786,21,63.6802,407.4931,473.9374,975,10521,5257,3074.4546,25,64.5527,193.6658,190.0217,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,2630.9521,-1,0.3798,13.2269,13.6066
states_1287_iter_23_1776393351862.lts,v0,2,false,OK,,2026-06-03T22:28:34.673619Z,1287,13297,6751,34,16,18,10715,3964,486,6021,2781,2724.1094,19,67.5920,385.7757,474.0737,975,10521,5257,3097.1092,22,68.5230,137.2825,202.5230,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,2631.4148,-1,0.3496,12.7939,13.1436
states_1287_iter_27_1776394333909.lts,v0,0,true,OK,,2026-06-03T22:28:59.382337251Z,1287,13297,6751,34,16,18,10715,3964,486,6021,2781,2884.5367,27,63.0499,153.8367,191.0499,975,10521,5257,2635.9831,23,72.9818,219.9879,209.9879,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,2798.8453,-1,0.3001,11.9890,12.2890
states_1287_iter_27_1776394333909.lts,v0,1,false,OK,,2026-06-03T22:29:05.172240460Z,1287,13297,6751,34,16,18,10715,3964,486,6021,2781,2904.3858,25,73.9012,169.1281,224.1251,975,10521,5257,2640.6605,23,74.8820,102.6444,290.3726,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,2800.8435,-1,0.2848,12.0544,12.3393
states_1287_iter_27_1776394333909.lts,v0,2,false,OK,,2026-06-03T22:29:10.981550756Z,1287,13297,6751,34,16,18,10715,3964,486,6021,2781,2886.2598,27,75.8784,97.0560,237.3317,975,10521,5257,2587.2356,19,76.9013,294.0051,268.0051,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,2794.8754,-1,0.2795,15.2831,15.5625
states_1355_iter_25_1776393594007.lts,v0,0,true,OK,,2026-06-03T22:29:36.575465635Z,1355,14007,7133,34,16,18,11513,4380,504,6222,2886,3135.1830,30,72.3025,200.5942,229.3823,905,10052,5068,3268.2509,25,82.4684,477.8419,455.8419,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,3041.8784,-1,0.2953,12.6252,12.9205
states_1355_iter_25_1776393594007.lts,v0,1,false,OK,,2026-06-03T22:29:43.275784726Z,1355,14007,7133,34,16,18,11513,4380,504,6222,2886,3145.0738,25,85.5622,106.0811,251.9986,905,10052,5068,3060.1917,20,86.5965,253.4755,264.5965,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,3032.1295,-1,0.2925,15.0728,15.3654
states_1355_iter_25_1776393594007.lts,v0,2,false,OK,,2026-06-03T22:29:49.773569395Z,1355,14007,7133,34,16,18,11513,4380,504,6222,2886,3171.9658,21,87.6380,209.5340,385.1639,905,10052,5068,3007.5584,20,88.7545,225.3451,276.3729,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,3081.9098,-1,0.2708,12.3697,12.6405
states_1393_iter_26_1776393386650.lts,v0,0,true,OK,,2026-06-03T22:30:34.468557824Z,1393,18861,9955,45,24,21,17567,7612,432,7188,3324,4418.8199,29,89.8654,274.8942,271.8654,1055,14770,7694,5753.6668,30,103.3608,215.1372,417.1947,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,4276.3407,-1,0.2850,15.4638,15.7488
states_1393_iter_26_1776393386650.lts,v0,1,false,OK,,2026-06-03T22:30:44.959001231Z,1393,18861,9955,45,24,21,17567,7612,432,7188,3324,4480.5262,30,104.6904,161.8401,334.4817,1055,14770,7694,5984.2754,26,106.3714,377.6431,786.2967,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,4334.0179,-1,0.2690,15.3929,15.6619
states_1393_iter_26_1776393386650.lts,v0,2,false,OK,,2026-06-03T22:30:55.749117210Z,1393,18861,9955,45,24,21,17567,7612,432,7188,3324,4458.6707,27,107.5597,323.7780,349.2644,1055,14770,7694,5956.4055,28,109.2741,297.7135,820.4107,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,4310.4440,-1,0.2734,15.3897,15.6631
states_155_iter_13_1776392399823.lts,v0,0,true,OK,,2026-06-03T22:31:06.656356661Z,155,1057,513,20,8,12,773,260,72,606,270,26.4739,0,69.2261,87.2261,69.2261,155,1057,513,65.9980,0,70.0630,96.0630,70.0630,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,21.2083,-1,0.0977,1.1374,1.2350
states_155_iter_13_1776392399823.lts,v0,1,false,OK,,2026-06-03T22:31:07.049736549Z,155,1057,513,20,8,12,773,260,72,606,270,28.7070,0,70.1236,88.1236,70.1236,155,1057,513,78.9984,0,70.1853,96.1853,70.1853,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,23.4319,-1,0.1386,1.1730,1.3116
states_155_iter_13_1776392399823.lts,v0,2,false,OK,,2026-06-03T22:31:07.452253957Z,155,1057,513,20,8,12,773,260,72,606,270,31.1292,0,70.2462,88.2462,70.2462,155,1057,513,125.6348,0,70.3080,96.3080,86.3080,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,25.5505,-1,0.0841,1.1452,1.2293
states_155_iter_13_1776392603799.lts,v0,0,true,OK,,2026-06-03T22:31:08.050398221Z,155,1057,513,20,8,12,773,260,72,606,270,28.6893,0,69.7147,87.7147,69.7147,155,1057,513,73.9041,0,70.5006,96.5006,70.5006,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,23.3952,-1,0.0899,1.1750,1.2648
states_155_iter_13_1776392603799.lts,v0,1,false,OK,,2026-06-03T22:31:08.448132015Z,155,1057,513,20,8,12,773,260,72,606,270,31.3496,0,70.5609,88.5609,70.5609,155,1057,513,84.3655,0,70.6227,96.6227,70.6227,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,25.6841,-1,0.1054,1.2901,1.3955
states_155_iter_13_1776392603799.lts,v0,2,false,OK,,2026-06-03T22:31:08.867920721Z,155,1057,513,20,8,12,773,260,72,606,270,33.2676,0,70.6834,88.6834,70.6834,155,1057,513,104.5661,0,70.7451,96.7451,92.7451,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,27.3682,-1,0.0987,1.4157,1.5144
states_155_iter_13_1776392667152.lts,v0,0,true,OK,,2026-06-03T22:31:09.466299050Z,155,1057,513,20,8,12,773,260,72,606,270,28.6579,0,70.2048,88.2048,70.2048,155,1057,513,80.2903,0,71.0322,97.0322,71.0322,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,23.4808,-1,0.0898,1.1232,1.2130
states_155_iter_13_1776392667152.lts,v0,1,false,OK,,2026-06-03T22:31:09.867748379Z,155,1057,513,20,8,12,773,260,72,606,270,31.0103,0,71.0924,89.0924,71.0924,155,1057,513,87.6814,0,71.1542,97.1542,71.1542,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,25.3952,-1,0.0917,1.2775,1.3692
states_155_iter_13_1776392667152.lts,v0,2,false,OK,,2026-06-03T22:31:10.287359588Z,155,1057,513,20,8,12,773,260,72,606,270,27.5321,0,71.2149,89.2149,71.2149,155,1057,513,113.1251,0,71.2766,97.2766,93.2766,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,22.3352,-1,0.0816,1.1106,1.1922
states_155_iter_13_1776393272492.lts,v0,0,true,OK,,2026-06-03T22:31:10.869262112Z,155,1057,513,20,8,12,773,260,72,606,270,27.5767,0,70.6933,88.6933,70.6933,155,1057,513,69.5119,0,71.4792,97.4792,71.4792,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,22.1070,-1,0.0864,1.1331,1.2195
states_155_iter_13_1776393272492.lts,v0,1,false,OK,,2026-06-03T22:31:11.263751547Z,155,1057,513,20,8,12,773,260,72,606,270,27.1536,0,71.5394,89.5394,71.5394,155,1057,513,84.6087,0,71.6013,97.6013,71.6013,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,21.8453,-1,0.0809,1.0934,1.1743
states_155_iter_13_1776393272492.lts,v0,2,false,OK,,2026-06-03T22:31:11.669478466Z,155,1057,513,20,8,12,773,260,72,606,270,28.5928,0,71.6620,89.6620,71.6620,155,1057,513,94.4066,0,71.7237,97.7237,71.7237,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,23.3334,-1,0.0829,1.1813,1.2643
states_1625_iter_21_1776393515440.lts,v0,0,true,OK,,2026-06-03T22:31:26.659990178Z,1625,12075,5425,19,4,15,6425,1000,576,5328,2320,2833.3788,19,94.0553,263.3097,282.0553,1625,12075,5425,4504.8865,19,103.0417,142.3335,293.0417,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,2758.2146,-1,0.3390,10.7724,11.1114
states_1625_iter_21_1776393515440.lts,v0,1,false,OK,,2026-06-03T22:31:34.329048443Z,1625,12075,5425,19,4,15,6425,1000,576,5328,2320,3081.4423,10,103.9864,637.8226,599.8226,1625,12075,5425,4550.7172,10,104.9056,270.2694,306.9056,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,3003.5031,-1,0.5183,14.2807,14.7991
states_1625_iter_21_1776393515440.lts,v0,2,false,OK,,2026-06-03T22:31:42.304586601Z,1625,12075,5425,19,4,15,6425,1000,576,5328,2320,2880.4811,19,105.9078,245.0095,312.4907,1625,12075,5425,4813.8289,10,106.6783,268.9457,320.6783,false,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,2802.0024,-1,0.3222,10.7124,11.0346
states_17_iter_10_1776392399382.lts,v0,0,true,OK,,2026-06-03T22:31:50.340928768Z,17,48,24,10,4,6,32,8,13,42,20,1.4941,0,76.6162,76.6162,0.0000,13,42,20,3.3181,0,76.6615,78.6615,76.6615,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.5641,-1,0.0574,0.0924,0.1498
states_17_iter_10_1776392399382.lts,v0,1,false,OK,,2026-06-03T22:31:50.694258258Z,17,48,24,10,4,6,32,8,13,42,20,1.4015,0,76.6635,76.6635,76.6635,13,42,20,3.3169,0,76.6669,78.6669,76.6669,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.5290,-1,0.0515,0.0836,0.1351
states_17_iter_10_1776392399382.lts,v0,2,false,OK,,2026-06-03T22:31:51.082256771Z,17,48,24,10,4,6,32,8,13,42,20,1.3087,0,76.6691,76.6691,76.6691,13,42,20,4.7044,0,76.6725,78.6725,76.6725,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.4717,-1,0.0515,0.0765,0.1280
states_17_iter_10_1776392603354.lts,v0,0,true,OK,,2026-06-03T22:31:51.480121979Z,17,48,24,10,4,6,32,8,13,42,20,1.2133,0,76.6376,76.6376,76.6376,13,42,20,2.6976,0,76.6828,78.6828,76.6828,true,3970.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.4438,-1,0.0630,0.0691,0.1321
